,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
82,82,0,3,70,21,Sunday,8,1.6669999999999998
83,83,1,2,140,24,Sunday,8,2.9122
84,84,1,7,130,42,Sunday,8,1.5603
85,85,2,5,120,32,Sunday,8,1.875
86,86,3,4,120,29,Sunday,8,2.0689999999999995
87,87,3,10,90,24,Sunday,8,1.875
88,88,4,5,110,20,Sunday,8,2.75
89,89,4,6,60,18,Sunday,8,1.6669999999999998
90,90,5,8,130,24,Sunday,8,2.7406999999999995
91,91,5,12,120,33,Sunday,8,1.818
92,92,6,7,70,9,Sunday,8,3.8890000000000002
93,93,7,9,120,29,Sunday,8,2.0689999999999995
94,94,8,9,130,48,Sunday,8,1.3598
95,95,9,11,130,36,Sunday,8,1.8111000000000004
96,96,9,13,60,17,Sunday,8,1.7650000000000001
97,97,10,11,140,16,Sunday,8,4.375
98,98,10,13,90,20,Sunday,8,2.25
99,99,11,12,130,30,Sunday,8,2.1744
100,100,0,1,120,52,Sunday,10,1.1434
101,101,0,2,90,37,Sunday,10,1.2128
102,102,0,3,70,39,Sunday,10,0.8994
103,103,1,2,50,22,Sunday,10,1.1359999999999997
104,104,1,7,130,55,Sunday,10,1.1820000000000002
105,105,2,5,100,51,Sunday,10,0.9702000000000002
106,106,3,4,90,41,Sunday,10,1.0979999999999996
107,107,3,10,90,53,Sunday,10,0.8556000000000001
108,108,4,5,130,61,Sunday,10,1.0715
109,109,4,6,100,38,Sunday,10,1.3092
110,110,5,8,100,53,Sunday,10,0.9274999999999999
111,111,5,12,110,55,Sunday,10,1.0038
112,112,6,7,70,35,Sunday,10,1.0
113,113,7,9,100,40,Sunday,10,1.25
114,114,8,9,130,48,Sunday,10,1.3569
115,115,9,11,130,49,Sunday,10,1.327
116,116,9,13,80,35,Sunday,10,1.143
117,117,10,11,120,54,Sunday,10,1.1224
118,118,10,13,60,31,Sunday,10,0.968
119,119,11,12,70,40,Sunday,10,0.875
120,120,0,1,140,75,Sunday,12,0.9305999999999999
121,121,0,2,110,52,Sunday,12,1.0593
122,122,0,3,140,77,Sunday,12,0.9048
123,123,1,2,90,50,Sunday,12,0.8982000000000001
124,124,1,7,50,18,Sunday,12,1.3889999999999998
125,125,2,5,70,39,Sunday,12,0.897
126,126,3,4,120,47,Sunday,12,1.2770000000000004
127,127,3,10,80,45,Sunday,12,0.891
128,128,4,5,70,41,Sunday,12,0.8561
129,129,4,6,50,22,Sunday,12,1.1359999999999997
130,130,5,8,80,29,Sunday,12,1.3743999999999998
131,131,5,12,50,29,Sunday,12,0.8619999999999999
132,132,6,7,70,24,Sunday,12,1.4580000000000002
133,133,7,9,100,35,Sunday,12,1.429
134,134,8,9,120,48,Sunday,12,1.2477
135,135,9,11,130,41,Sunday,12,1.5895
136,136,9,13,110,62,Sunday,12,0.8885000000000002
137,137,10,11,100,42,Sunday,12,1.1929999999999998
138,138,10,13,140,46,Sunday,12,1.5253999999999999
139,139,11,12,140,55,Sunday,12,1.2826
140,140,0,1,80,46,Sunday,14,0.8680999999999999
141,141,0,2,100,30,Sunday,14,1.6616
142,142,0,3,100,42,Sunday,14,1.1929999999999998
143,143,1,2,90,40,Sunday,14,1.1309
144,144,1,7,60,35,Sunday,14,0.857
145,145,2,5,100,31,Sunday,14,1.613
146,146,3,4,130,58,Sunday,14,1.1229000000000002
147,147,3,10,60,27,Sunday,14,1.1110000000000002
148,148,4,5,130,71,Sunday,14,0.9164
149,149,4,6,100,48,Sunday,14,1.0398
150,150,5,8,90,38,Sunday,14,1.1840000000000004
151,151,5,12,70,34,Sunday,14,1.0261
152,152,6,7,110,56,Sunday,14,0.9898999999999999
153,153,7,9,120,45,Sunday,14,1.3345
154,154,8,9,70,40,Sunday,14,0.875
155,155,9,11,110,63,Sunday,14,0.8757999999999999
156,156,9,13,80,28,Sunday,14,1.4344000000000001
157,157,10,11,140,47,Sunday,14,1.4890000000000003
158,158,10,13,100,56,Sunday,14,0.8914
159,159,11,12,50,21,Sunday,14,1.1959999999999997
160,160,0,1,60,28,Sunday,16,1.071
161,161,0,2,140,81,Sunday,16,0.8631
162,162,0,3,130,48,Sunday,16,1.3539999999999999
163,163,1,2,100,50,Sunday,16,0.9882
164,164,1,7,140,66,Sunday,16,1.0562
165,165,2,5,110,60,Sunday,16,0.9199999999999999
166,166,3,4,80,39,Sunday,16,1.026
167,167,3,10,90,42,Sunday,16,1.071
168,168,4,5,110,57,Sunday,16,0.9667
169,169,4,6,70,40,Sunday,16,0.8901
170,170,5,8,140,58,Sunday,16,1.2091
171,171,5,12,90,42,Sunday,16,1.071
172,172,6,7,90,40,Sunday,16,1.1338000000000001
173,173,7,9,50,20,Sunday,16,1.25
174,174,8,9,90,42,Sunday,16,1.071
175,175,9,11,90,31,Sunday,16,1.4567999999999999
176,176,9,13,120,37,Sunday,16,1.6265
177,177,10,11,60,32,Sunday,16,0.938
178,178,10,13,80,33,Sunday,16,1.212
179,179,11,12,50,27,Sunday,16,0.9259999999999999
180,180,0,1,70,33,Sunday,18,1.0676
181,181,0,2,50,22,Sunday,18,1.1359999999999997
182,182,0,3,130,74,Sunday,18,0.8779999999999999
183,183,1,2,90,34,Sunday,18,1.324
184,184,1,7,120,38,Sunday,18,1.5837
185,185,2,5,80,39,Sunday,18,1.0131000000000001
186,186,3,4,90,31,Sunday,18,1.4567999999999999
187,187,3,10,90,36,Sunday,18,1.25
188,188,4,5,120,66,Sunday,18,0.9051
189,189,4,6,130,77,Sunday,18,0.8598000000000001
190,190,5,8,60,18,Sunday,18,1.6669999999999998
191,191,5,12,70,30,Sunday,18,1.1594
192,192,6,7,90,44,Sunday,18,1.0183999999999997
193,193,7,9,100,49,Sunday,18,1.0199999999999998
194,194,8,9,90,50,Sunday,18,0.8982000000000001
195,195,9,11,130,40,Sunday,18,1.6131999999999997
196,196,9,13,120,58,Sunday,18,1.0359000000000003
197,197,10,11,100,51,Sunday,18,0.9800000000000002
198,198,10,13,140,50,Sunday,18,1.4
199,199,11,12,50,15,Sunday,18,1.6669999999999998
200,200,0,1,90,26,Sunday,20,1.7378999999999998
201,201,0,2,120,18,Sunday,20,3.3329999999999993
202,202,0,3,130,25,Sunday,20,2.5343000000000004
203,203,1,2,50,11,Sunday,20,2.273
204,204,1,7,110,41,Sunday,20,1.3389
205,205,2,5,110,41,Sunday,20,1.3443999999999998
206,206,3,4,110,23,Sunday,20,2.3810999999999996
207,207,3,10,90,23,Sunday,20,1.957
208,208,4,5,60,15,Sunday,20,2.0
209,209,4,6,50,16,Sunday,20,1.5619999999999998
210,210,5,8,110,29,Sunday,20,1.8697
211,211,5,12,120,31,Sunday,20,1.9642
212,212,6,7,70,12,Sunday,20,2.8945
213,213,7,9,120,47,Sunday,20,1.2795
214,214,8,9,120,33,Sunday,20,1.8188000000000002
215,215,9,11,130,22,Sunday,20,2.9777
216,216,9,13,110,14,Sunday,20,3.9289999999999994
217,217,10,11,60,13,Sunday,20,2.3080000000000003
218,218,10,13,90,35,Sunday,20,1.3492
219,219,11,12,60,8,Sunday,20,3.75
220,220,0,1,50,10,Sunday,22,2.5
221,221,0,2,110,15,Sunday,22,3.6670000000000007
222,222,0,3,110,42,Sunday,22,1.3165000000000002
223,223,1,2,50,6,Sunday,22,4.167000000000001
224,224,1,7,60,13,Sunday,22,2.3080000000000003
225,225,2,5,140,55,Sunday,22,1.2850999999999997
226,226,3,4,60,10,Sunday,22,3.0
227,227,3,10,90,31,Sunday,22,1.4567999999999999
228,228,4,5,120,21,Sunday,22,2.844
229,229,4,6,70,26,Sunday,22,1.3602
230,230,5,8,70,20,Sunday,22,1.75
231,231,5,12,70,9,Sunday,22,3.8890000000000002
232,232,6,7,140,27,Sunday,22,2.5843
233,233,7,9,50,13,Sunday,22,1.9230000000000005
234,234,8,9,60,18,Sunday,22,1.6669999999999998
235,235,9,11,60,14,Sunday,22,2.1595000000000004
236,236,9,13,50,14,Sunday,22,1.786
237,237,10,11,140,21,Sunday,22,3.3329999999999993
238,238,10,13,110,19,Sunday,22,2.8966000000000003
239,239,11,12,50,11,Sunday,22,2.273
240,240,0,1,60,16,Sunday,24,1.875
241,241,0,2,140,45,Sunday,24,1.5214000000000003
242,242,0,3,120,34,Sunday,24,1.7903000000000002
243,243,1,2,100,39,Sunday,24,1.3135
244,244,1,7,50,7,Sunday,24,3.571
245,245,2,5,90,13,Sunday,24,3.4908
246,246,3,4,140,54,Sunday,24,1.2913999999999999
247,247,3,10,130,31,Sunday,24,2.1258000000000004
248,248,4,5,130,48,Sunday,24,1.3572
249,249,4,6,140,28,Sunday,24,2.5
250,250,5,8,90,11,Sunday,24,4.0978
251,251,5,12,130,28,Sunday,24,2.3813
252,252,6,7,90,35,Sunday,24,1.2897999999999998
253,253,7,9,90,25,Sunday,24,1.8000000000000003
254,254,8,9,70,14,Sunday,24,2.5
255,255,9,11,100,24,Sunday,24,2.0620999999999996
256,256,9,13,110,22,Sunday,24,2.5
257,257,10,11,70,7,Sunday,24,5.0
258,258,10,13,100,12,Sunday,24,4.083600000000001
259,259,11,12,140,16,Sunday,24,4.375
260,260,0,1,60,33,Monday,0,0.909
261,261,0,2,130,103,Monday,0,0.6310000000000001
262,262,0,3,120,75,Monday,0,0.7999999999999999
263,263,1,2,110,84,Monday,0,0.6550000000000001
264,264,1,7,120,80,Monday,0,0.75
265,265,2,5,60,46,Monday,0,0.652
266,266,3,4,50,33,Monday,0,0.758
267,267,3,10,110,58,Monday,0,0.9480000000000002
268,268,4,5,70,48,Monday,0,0.7290000000000001
269,269,4,6,80,63,Monday,0,0.6349999999999999
270,270,5,8,60,32,Monday,0,0.9380000000000001
271,271,5,12,120,73,Monday,0,0.8220000000000001
272,272,6,7,70,54,Monday,0,0.6479999999999999
273,273,7,9,110,77,Monday,0,0.7140000000000002
274,274,8,9,80,49,Monday,0,0.8160000000000001
275,275,9,11,100,79,Monday,0,0.633
276,276,9,13,140,92,Monday,0,0.7609999999999999
277,277,10,11,110,79,Monday,0,0.6968999999999999
278,278,10,13,70,46,Monday,0,0.7609999999999999
279,279,11,12,90,70,Monday,0,0.6438999999999999
280,280,0,1,110,78,Monday,2,0.7041000000000001
281,281,0,2,130,67,Monday,2,0.9686
282,282,0,3,140,106,Monday,2,0.66
283,283,1,2,80,63,Monday,2,0.6349999999999999
284,284,1,7,70,47,Monday,2,0.745
285,285,2,5,60,33,Monday,2,0.909
286,286,3,4,50,25,Monday,2,1.0
287,287,3,10,70,41,Monday,2,0.8540000000000003
288,288,4,5,80,41,Monday,2,0.9759999999999998
289,289,4,6,120,90,Monday,2,0.6669999999999999
290,290,5,8,100,50,Monday,2,1.0
291,291,5,12,110,85,Monday,2,0.6470000000000001
292,292,6,7,90,64,Monday,2,0.7030000000000001
293,293,7,9,110,75,Monday,2,0.7329999999999999
294,294,8,9,120,89,Monday,2,0.6740000000000002
295,295,9,11,60,36,Monday,2,0.833
296,296,9,13,70,55,Monday,2,0.636
297,297,10,11,70,37,Monday,2,0.946
298,298,10,13,100,77,Monday,2,0.649
299,299,11,12,110,85,Monday,2,0.6470000000000001
300,300,0,1,70,52,Monday,4,0.6729999999999999
301,301,0,2,90,48,Monday,4,0.938
302,302,0,3,90,71,Monday,4,0.6340000000000002
303,303,1,2,70,44,Monday,4,0.795
304,304,1,7,80,41,Monday,4,0.9759999999999998
305,305,2,5,120,62,Monday,4,0.968
306,306,3,4,100,79,Monday,4,0.633
307,307,3,10,100,60,Monday,4,0.833
308,308,4,5,50,36,Monday,4,0.6940000000000001
309,309,4,6,50,35,Monday,4,0.7140000000000003
310,310,5,8,120,90,Monday,4,0.6669999999999999
311,311,5,12,70,38,Monday,4,0.9209999999999997
312,312,6,7,100,59,Monday,4,0.8469999999999999
313,313,7,9,120,75,Monday,4,0.7999999999999999
314,314,8,9,70,36,Monday,4,0.9719999999999998
315,315,9,11,80,62,Monday,4,0.6449999999999999
316,316,9,13,50,34,Monday,4,0.7350000000000001
317,317,10,11,80,61,Monday,4,0.6559999999999998
318,318,10,13,60,42,Monday,4,0.7140000000000002
319,319,11,12,100,71,Monday,4,0.704
320,320,0,1,90,50,Monday,6,0.9000000000000001
321,321,0,2,120,83,Monday,6,0.723
322,322,0,3,90,47,Monday,6,0.9570000000000001
323,323,1,2,120,70,Monday,6,0.857
324,324,1,7,80,45,Monday,6,0.889
325,325,2,5,80,41,Monday,6,0.9759999999999998
326,326,3,4,140,97,Monday,6,0.7219999999999999
327,327,3,10,90,45,Monday,6,1.0
328,328,4,5,120,63,Monday,6,0.9520000000000002
329,329,4,6,120,86,Monday,6,0.6980000000000001
330,330,5,8,70,36,Monday,6,0.9719999999999998
331,331,5,12,50,33,Monday,6,0.758
332,332,6,7,130,101,Monday,6,0.6433000000000001
333,333,7,9,100,53,Monday,6,0.9429999999999998
334,334,8,9,60,37,Monday,6,0.8109999999999999
335,335,9,11,120,65,Monday,6,0.9229999999999998
336,336,9,13,120,63,Monday,6,0.9520000000000002
337,337,10,11,80,60,Monday,6,0.6669999999999999
338,338,10,13,50,32,Monday,6,0.7809999999999999
339,339,11,12,110,58,Monday,6,0.9480000000000002
340,340,0,1,50,29,Monday,8,0.8619999999999999
341,341,0,2,110,83,Monday,8,0.663
342,342,0,3,90,65,Monday,8,0.6920000000000001
343,343,1,2,50,39,Monday,8,0.6409999999999999
344,344,1,7,50,28,Monday,8,0.8930000000000003
345,345,2,5,70,51,Monday,8,0.6874
346,346,3,4,110,67,Monday,8,0.821
347,347,3,10,130,79,Monday,8,0.8219000000000001
348,348,4,5,60,40,Monday,8,0.75
349,349,4,6,60,32,Monday,8,0.9380000000000001
350,350,5,8,130,75,Monday,8,0.867
351,351,5,12,140,74,Monday,8,0.946
352,352,6,7,80,59,Monday,8,0.6779999999999999
353,353,7,9,50,32,Monday,8,0.7809999999999999
354,354,8,9,130,87,Monday,8,0.747
355,355,9,11,120,87,Monday,8,0.6899999999999998
356,356,9,13,140,94,Monday,8,0.7442
357,357,10,11,130,73,Monday,8,0.8899999999999999
358,358,10,13,50,39,Monday,8,0.6409999999999999
359,359,11,12,90,67,Monday,8,0.6719999999999999
360,360,0,1,120,98,Monday,10,0.612
361,361,0,2,130,98,Monday,10,0.663
362,362,0,3,70,58,Monday,10,0.6029999999999999
363,363,1,2,120,89,Monday,10,0.6764000000000002
364,364,1,7,90,89,Monday,10,0.5060000000000001
365,365,2,5,110,97,Monday,10,0.5670000000000001
366,366,3,4,70,53,Monday,10,0.66
367,367,3,10,130,96,Monday,10,0.6769999999999998
368,368,4,5,120,99,Monday,10,0.606
369,369,4,6,60,55,Monday,10,0.545
370,370,5,8,140,113,Monday,10,0.6189999999999999
371,371,5,12,90,64,Monday,10,0.7030000000000002
372,372,6,7,120,99,Monday,10,0.606
373,373,7,9,50,46,Monday,10,0.543
374,374,8,9,80,65,Monday,10,0.6150000000000001
375,375,9,11,100,98,Monday,10,0.5099999999999999
376,376,9,13,60,44,Monday,10,0.6820000000000002
377,377,10,11,110,97,Monday,10,0.5670000000000001
378,378,10,13,110,77,Monday,10,0.7131000000000002
379,379,11,12,90,83,Monday,10,0.5419999999999999
380,380,0,1,70,67,Monday,12,0.5220000000000001
381,381,0,2,50,42,Monday,12,0.5949999999999999
382,382,0,3,70,69,Monday,12,0.5069999999999999
383,383,1,2,50,46,Monday,12,0.543
384,384,1,7,50,46,Monday,12,0.543
385,385,2,5,110,94,Monday,12,0.585
386,386,3,4,60,54,Monday,12,0.556
387,387,3,10,130,99,Monday,12,0.657
388,388,4,5,100,72,Monday,12,0.6940000000000001
389,389,4,6,90,68,Monday,12,0.662
390,390,5,8,70,57,Monday,12,0.614
391,391,5,12,120,104,Monday,12,0.5770000000000001
392,392,6,7,90,64,Monday,12,0.7030000000000002
393,393,7,9,60,59,Monday,12,0.508
394,394,8,9,130,92,Monday,12,0.7070000000000001
395,395,9,11,50,36,Monday,12,0.6940000000000001
396,396,9,13,50,37,Monday,12,0.676
397,397,10,11,100,83,Monday,12,0.6020000000000001
398,398,10,13,90,82,Monday,12,0.5489999999999998
399,399,11,12,50,38,Monday,12,0.6579999999999998
400,400,0,1,130,118,Monday,14,0.5520000000000002
401,401,0,2,70,60,Monday,14,0.5830000000000001
402,402,0,3,80,66,Monday,14,0.606
403,403,1,2,100,70,Monday,14,0.7140000000000002
404,404,1,7,70,67,Monday,14,0.5220000000000001
405,405,2,5,140,108,Monday,14,0.6479999999999999
406,406,3,4,60,50,Monday,14,0.5999999999999999
407,407,3,10,130,129,Monday,14,0.5044
408,408,4,5,70,69,Monday,14,0.5069999999999999
409,409,4,6,70,63,Monday,14,0.556
410,410,5,8,110,104,Monday,14,0.529
411,411,5,12,60,52,Monday,14,0.5770000000000001
412,412,6,7,100,84,Monday,14,0.5949999999999999
413,413,7,9,80,70,Monday,14,0.571
414,414,8,9,140,125,Monday,14,0.5605
415,415,9,11,70,63,Monday,14,0.556
416,416,9,13,50,47,Monday,14,0.532
417,417,10,11,70,66,Monday,14,0.5300000000000001
418,418,10,13,120,115,Monday,14,0.5220000000000001
419,419,11,12,140,98,Monday,14,0.7140000000000002
420,420,0,1,60,46,Monday,16,0.652
421,421,0,2,110,80,Monday,16,0.6879999999999998
422,422,0,3,80,56,Monday,16,0.7140000000000003
423,423,1,2,50,49,Monday,16,0.5099999999999999
424,424,1,7,140,113,Monday,16,0.6189999999999999
425,425,2,5,120,106,Monday,16,0.566
426,426,3,4,110,106,Monday,16,0.5185000000000001
427,427,3,10,80,62,Monday,16,0.645
428,428,4,5,90,89,Monday,16,0.5060000000000001
429,429,4,6,80,65,Monday,16,0.6150000000000001
430,430,5,8,130,124,Monday,16,0.5244
431,431,5,12,100,94,Monday,16,0.532
432,432,6,7,80,67,Monday,16,0.5970000000000001
433,433,7,9,100,95,Monday,16,0.5259999999999999
434,434,8,9,80,77,Monday,16,0.519
435,435,9,11,50,44,Monday,16,0.5679999999999998
436,436,9,13,120,109,Monday,16,0.5499999999999999
437,437,10,11,100,74,Monday,16,0.676
438,438,10,13,70,56,Monday,16,0.625
439,439,11,12,120,108,Monday,16,0.556
440,440,0,1,50,36,Monday,18,0.6940000000000001
441,441,0,2,70,61,Monday,18,0.574
442,442,0,3,60,51,Monday,18,0.588
443,443,1,2,80,66,Monday,18,0.606
444,444,1,7,120,114,Monday,18,0.5259999999999999
445,445,2,5,130,96,Monday,18,0.6769999999999998
446,446,3,4,80,68,Monday,18,0.588
447,447,3,10,50,36,Monday,18,0.6940000000000001
448,448,4,5,130,129,Monday,18,0.5039999999999999
449,449,4,6,140,137,Monday,18,0.5099
450,450,5,8,70,61,Monday,18,0.574
451,451,5,12,50,40,Monday,18,0.625
452,452,6,7,50,44,Monday,18,0.5679999999999998
453,453,7,9,90,79,Monday,18,0.5700000000000001
454,454,8,9,110,109,Monday,18,0.5054
455,455,9,11,120,118,Monday,18,0.5076
456,456,9,13,110,105,Monday,18,0.524
457,457,10,11,140,133,Monday,18,0.5259999999999999
458,458,10,13,50,43,Monday,18,0.5809999999999998
459,459,11,12,70,62,Monday,18,0.5649999999999998
460,460,0,1,100,68,Monday,20,0.7350000000000001
461,461,0,2,50,35,Monday,20,0.7140000000000002
462,462,0,3,130,78,Monday,20,0.833
463,463,1,2,90,54,Monday,20,0.833
464,464,1,7,60,30,Monday,20,1.0
465,465,2,5,60,41,Monday,20,0.732
466,466,3,4,140,107,Monday,20,0.6546000000000001
467,467,3,10,110,74,Monday,20,0.7430000000000001
468,468,4,5,50,29,Monday,20,0.8619999999999999
469,469,4,6,80,42,Monday,20,0.9522
470,470,5,8,50,37,Monday,20,0.676
471,471,5,12,60,39,Monday,20,0.769
472,472,6,7,100,72,Monday,20,0.6940000000000001
473,473,7,9,140,109,Monday,20,0.6420000000000001
474,474,8,9,130,78,Monday,20,0.833
475,475,9,11,120,93,Monday,20,0.645
476,476,9,13,60,33,Monday,20,0.9090000000000004
477,477,10,11,80,50,Monday,20,0.7999999999999999
478,478,10,13,130,92,Monday,20,0.707
479,479,11,12,110,55,Monday,20,1.0
480,480,0,1,110,79,Monday,22,0.6943999999999999
481,481,0,2,70,55,Monday,22,0.636
482,482,0,3,130,78,Monday,22,0.833
483,483,1,2,140,90,Monday,22,0.7771000000000002
484,484,1,7,110,75,Monday,22,0.7339999999999998
485,485,2,5,60,47,Monday,22,0.638
486,486,3,4,100,57,Monday,22,0.877
487,487,3,10,60,36,Monday,22,0.833
488,488,4,5,90,54,Monday,22,0.833
489,489,4,6,90,70,Monday,22,0.6420999999999999
490,490,5,8,140,74,Monday,22,0.946
491,491,5,12,70,37,Monday,22,0.946
492,492,6,7,110,66,Monday,22,0.8343
493,493,7,9,80,60,Monday,22,0.6669999999999999
494,494,8,9,60,47,Monday,22,0.638
495,495,9,11,110,81,Monday,22,0.6790000000000002
496,496,9,13,80,53,Monday,22,0.755
497,497,10,11,120,93,Monday,22,0.645
498,498,10,13,140,85,Monday,22,0.8249000000000001
499,499,11,12,90,58,Monday,22,0.7759999999999999
500,500,0,1,90,47,Monday,24,0.9551000000000001
501,501,0,2,140,91,Monday,24,0.7691999999999999
502,502,0,3,70,48,Monday,24,0.7290000000000001
503,503,1,2,50,27,Monday,24,0.9259999999999999
504,504,1,7,60,39,Monday,24,0.769
505,505,2,5,140,105,Monday,24,0.6656
506,506,3,4,140,106,Monday,24,0.66
507,507,3,10,70,48,Monday,24,0.7290000000000001
508,508,4,5,80,50,Monday,24,0.7999999999999999
509,509,4,6,140,76,Monday,24,0.921
510,510,5,8,100,73,Monday,24,0.6859000000000002
511,511,5,12,60,31,Monday,24,0.968
512,512,6,7,120,68,Monday,24,0.8819999999999999
513,513,7,9,130,69,Monday,24,0.9434000000000001
514,514,8,9,100,56,Monday,24,0.893
515,515,9,11,120,84,Monday,24,0.7149000000000002
516,516,9,13,80,62,Monday,24,0.6449999999999999
517,517,10,11,140,100,Monday,24,0.7000000000000001
518,518,10,13,60,30,Monday,24,1.0
519,519,11,12,80,61,Monday,24,0.6559999999999998
520,520,0,1,70,38,Tuesday,0,0.9209999999999997
521,521,0,2,60,40,Tuesday,0,0.75
522,522,0,3,70,46,Tuesday,0,0.7609999999999999
523,523,1,2,140,76,Tuesday,0,0.9209999999999999
524,524,1,7,140,98,Tuesday,0,0.7140000000000002
525,525,2,5,100,76,Tuesday,0,0.6579999999999998
526,526,3,4,70,52,Tuesday,0,0.6729999999999999
527,527,3,10,140,110,Tuesday,0,0.636
528,528,4,5,60,41,Tuesday,0,0.732
529,529,4,6,60,32,Tuesday,0,0.9380000000000001
530,530,5,8,80,46,Tuesday,0,0.8699999999999999
531,531,5,12,100,61,Tuesday,0,0.8200000000000001
532,532,6,7,70,49,Tuesday,0,0.7140000000000002
533,533,7,9,60,37,Tuesday,0,0.8109999999999999
534,534,8,9,110,84,Tuesday,0,0.6550000000000001
535,535,9,11,110,55,Tuesday,0,1.0
536,536,9,13,60,41,Tuesday,0,0.732
537,537,10,11,70,35,Tuesday,0,1.0
538,538,10,13,120,84,Tuesday,0,0.7140000000000003
539,539,11,12,100,73,Tuesday,0,0.6850000000000002
540,540,0,1,60,45,Tuesday,2,0.6669999999999999
541,541,0,2,90,45,Tuesday,2,1.0
542,542,0,3,60,45,Tuesday,2,0.6669999999999999
543,543,1,2,100,74,Tuesday,2,0.676
544,544,1,7,80,50,Tuesday,2,0.8000000000000002
545,545,2,5,110,64,Tuesday,2,0.8604
