,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,Weight
263,263,1,2,50,26,Monday,0,0.962
264,264,1,7,50,29,Monday,0,0.8619999999999999
265,265,2,5,100,55,Monday,0,0.9090000000000001
266,266,3,4,90,67,Monday,0,0.6709999999999999
267,267,3,10,120,80,Monday,0,0.75
268,268,4,5,80,44,Monday,0,0.9090000000000001
269,269,4,6,80,59,Monday,0,0.6779999999999999
270,270,5,8,120,91,Monday,0,0.6589999999999999
271,271,5,12,50,28,Monday,0,0.8930000000000003
272,272,6,7,110,84,Monday,0,0.6550000000000001
273,273,7,9,140,111,Monday,0,0.6310000000000001
274,274,8,9,110,59,Monday,0,0.9320000000000002
275,275,9,11,80,45,Monday,0,0.889
276,276,9,13,90,54,Monday,0,0.8314999999999999
277,277,10,11,120,72,Monday,0,0.8342
278,278,10,13,100,77,Monday,0,0.649
279,279,11,12,140,104,Monday,0,0.6750999999999999
280,280,0,1,90,71,Monday,2,0.6340000000000002
281,281,0,2,70,49,Monday,2,0.7140000000000002
282,282,0,3,50,27,Monday,2,0.9259999999999999
283,283,1,2,120,67,Monday,2,0.8960000000000001
284,284,1,7,60,47,Monday,2,0.638
285,285,2,5,50,26,Monday,2,0.962
286,286,3,4,140,103,Monday,2,0.6799999999999999
287,287,3,10,60,41,Monday,2,0.732
288,288,4,5,90,48,Monday,2,0.938
289,289,4,6,140,79,Monday,2,0.8859999999999999
290,290,5,8,50,31,Monday,2,0.8059999999999998
291,291,5,12,100,76,Monday,2,0.6579999999999998
292,292,6,7,110,84,Monday,2,0.6550000000000001
293,293,7,9,100,77,Monday,2,0.649
294,294,8,9,80,40,Monday,2,1.0
295,295,9,11,90,68,Monday,2,0.662
296,296,9,13,120,70,Monday,2,0.857
297,297,10,11,110,63,Monday,2,0.8744000000000002
298,298,10,13,120,72,Monday,2,0.8342
299,299,11,12,60,33,Monday,2,0.909
300,300,0,1,90,47,Monday,4,0.9570000000000001
301,301,0,2,130,99,Monday,4,0.6582
302,302,0,3,120,95,Monday,4,0.6319999999999999
303,303,1,2,80,45,Monday,4,0.889
304,304,1,7,120,94,Monday,4,0.6387
305,305,2,5,100,78,Monday,4,0.6409999999999999
306,306,3,4,100,78,Monday,4,0.6409999999999999
307,307,3,10,80,58,Monday,4,0.6899999999999998
308,308,4,5,50,30,Monday,4,0.833
309,309,4,6,100,55,Monday,4,0.9090000000000001
310,310,5,8,140,93,Monday,4,0.7538
311,311,5,12,90,55,Monday,4,0.8179999999999998
312,312,6,7,140,84,Monday,4,0.8321
313,313,7,9,100,71,Monday,4,0.704
314,314,8,9,110,68,Monday,4,0.8089999999999999
315,315,9,11,90,62,Monday,4,0.726
316,316,9,13,60,38,Monday,4,0.7889999999999999
317,317,10,11,50,29,Monday,4,0.8619999999999999
318,318,10,13,80,54,Monday,4,0.7409999999999999
319,319,11,12,140,109,Monday,4,0.6426000000000001
320,320,0,1,70,52,Monday,6,0.6729999999999999
321,321,0,2,70,45,Monday,6,0.7780000000000002
322,322,0,3,90,46,Monday,6,0.978
323,323,1,2,120,61,Monday,6,0.9840000000000002
324,324,1,7,70,53,Monday,6,0.66
325,325,2,5,90,67,Monday,6,0.6719999999999999
326,326,3,4,60,30,Monday,6,1.0
327,327,3,10,50,38,Monday,6,0.658
328,328,4,5,50,37,Monday,6,0.676
329,329,4,6,90,58,Monday,6,0.7759999999999999
330,330,5,8,120,70,Monday,6,0.857
331,331,5,12,140,85,Monday,6,0.8240000000000001
332,332,6,7,70,54,Monday,6,0.6479999999999999
333,333,7,9,100,77,Monday,6,0.6474
334,334,8,9,70,37,Monday,6,0.946
335,335,9,11,50,25,Monday,6,1.0
336,336,9,13,100,79,Monday,6,0.633
337,337,10,11,130,96,Monday,6,0.6770000000000002
338,338,10,13,120,65,Monday,6,0.9229999999999998
339,339,11,12,130,75,Monday,6,0.867
340,340,0,1,90,65,Monday,8,0.6920000000000001
341,341,0,2,140,98,Monday,8,0.7140000000000002
342,342,0,3,130,90,Monday,8,0.7219999999999999
343,343,1,2,140,98,Monday,8,0.7140000000000002
344,344,1,7,140,103,Monday,8,0.6799999999999999
345,345,2,5,80,50,Monday,8,0.8000000000000002
346,346,3,4,120,87,Monday,8,0.6899999999999998
347,347,3,10,80,40,Monday,8,1.0
348,348,4,5,100,59,Monday,8,0.8469999999999999
349,349,4,6,80,53,Monday,8,0.755
350,350,5,8,120,72,Monday,8,0.8342
351,351,5,12,110,58,Monday,8,0.9480000000000002
352,352,6,7,100,54,Monday,8,0.9259999999999999
353,353,7,9,110,56,Monday,8,0.982
354,354,8,9,80,48,Monday,8,0.833
355,355,9,11,120,62,Monday,8,0.968
356,356,9,13,90,46,Monday,8,0.978
357,357,10,11,120,87,Monday,8,0.6899999999999998
358,358,10,13,110,64,Monday,8,0.8590000000000002
359,359,11,12,140,82,Monday,8,0.8550000000000001
360,360,0,1,140,137,Monday,10,0.5103000000000001
361,361,0,2,50,42,Monday,10,0.5949999999999999
362,362,0,3,70,51,Monday,10,0.6859999999999999
363,363,1,2,70,61,Monday,10,0.574
364,364,1,7,110,90,Monday,10,0.6109999999999999
365,365,2,5,90,74,Monday,10,0.6079999999999999
366,366,3,4,70,63,Monday,10,0.556
367,367,3,10,80,75,Monday,10,0.5329999999999998
368,368,4,5,70,64,Monday,10,0.5469999999999999
369,369,4,6,70,64,Monday,10,0.5469999999999999
370,370,5,8,120,110,Monday,10,0.5446000000000001
371,371,5,12,140,139,Monday,10,0.5039999999999999
372,372,6,7,60,55,Monday,10,0.545
373,373,7,9,50,42,Monday,10,0.5949999999999999
374,374,8,9,90,65,Monday,10,0.6920000000000001
375,375,9,11,90,79,Monday,10,0.5700000000000001
376,376,9,13,100,96,Monday,10,0.521
377,377,10,11,90,76,Monday,10,0.5920000000000001
378,378,10,13,140,102,Monday,10,0.6859999999999999
379,379,11,12,50,47,Monday,10,0.532
380,380,0,1,60,55,Monday,12,0.545
381,381,0,2,60,42,Monday,12,0.7140000000000003
382,382,0,3,110,83,Monday,12,0.663
383,383,1,2,90,89,Monday,12,0.5060000000000001
384,384,1,7,90,72,Monday,12,0.625
385,385,2,5,90,74,Monday,12,0.6079999999999999
386,386,3,4,90,87,Monday,12,0.5170000000000001
387,387,3,10,60,53,Monday,12,0.5660000000000001
388,388,4,5,120,110,Monday,12,0.5446000000000001
389,389,4,6,100,97,Monday,12,0.515
390,390,5,8,70,54,Monday,12,0.6479999999999999
391,391,5,12,100,81,Monday,12,0.617
392,392,6,7,120,89,Monday,12,0.6764000000000002
393,393,7,9,70,59,Monday,12,0.593
394,394,8,9,50,48,Monday,12,0.521
395,395,9,11,80,74,Monday,12,0.5410000000000001
396,396,9,13,140,134,Monday,12,0.5220000000000001
397,397,10,11,120,99,Monday,12,0.606
398,398,10,13,90,88,Monday,12,0.511
399,399,11,12,110,84,Monday,12,0.6550000000000001
400,400,0,1,50,47,Monday,14,0.532
401,401,0,2,60,58,Monday,14,0.5170000000000001
402,402,0,3,90,89,Monday,14,0.5060000000000001
403,403,1,2,110,82,Monday,14,0.671
404,404,1,7,130,96,Monday,14,0.6769999999999998
405,405,2,5,140,100,Monday,14,0.7
406,406,3,4,130,126,Monday,14,0.516
407,407,3,10,120,108,Monday,14,0.556
408,408,4,5,60,57,Monday,14,0.5259999999999999
409,409,4,6,130,117,Monday,14,0.556
410,410,5,8,120,99,Monday,14,0.606
411,411,5,12,110,99,Monday,14,0.556
412,412,6,7,120,91,Monday,14,0.6590999999999999
413,413,7,9,50,43,Monday,14,0.5809999999999998
414,414,8,9,140,113,Monday,14,0.6189999999999999
415,415,9,11,50,49,Monday,14,0.5099999999999999
416,416,9,13,120,91,Monday,14,0.6590999999999999
417,417,10,11,120,108,Monday,14,0.556
418,418,10,13,60,54,Monday,14,0.556
419,419,11,12,80,79,Monday,14,0.5060000000000001
420,420,0,1,110,100,Monday,16,0.5499999999999999
421,421,0,2,60,48,Monday,16,0.625
422,422,0,3,130,96,Monday,16,0.6769999999999998
423,423,1,2,90,77,Monday,16,0.5839999999999999
424,424,1,7,70,69,Monday,16,0.5069999999999999
425,425,2,5,90,75,Monday,16,0.5999999999999999
426,426,3,4,90,85,Monday,16,0.529
427,427,3,10,80,75,Monday,16,0.5329999999999998
428,428,4,5,130,106,Monday,16,0.6129999999999999
429,429,4,6,130,103,Monday,16,0.6304000000000001
430,430,5,8,100,84,Monday,16,0.5949999999999999
431,431,5,12,90,75,Monday,16,0.5999999999999999
432,432,6,7,130,125,Monday,16,0.5199999999999999
433,433,7,9,110,84,Monday,16,0.6550000000000001
434,434,8,9,50,40,Monday,16,0.625
435,435,9,11,120,108,Monday,16,0.556
436,436,9,13,70,53,Monday,16,0.66
437,437,10,11,100,97,Monday,16,0.515
438,438,10,13,50,37,Monday,16,0.676
439,439,11,12,80,72,Monday,16,0.556
440,440,0,1,70,67,Monday,18,0.5220000000000001
441,441,0,2,120,94,Monday,18,0.638
442,442,0,3,120,116,Monday,18,0.5170000000000001
443,443,1,2,80,67,Monday,18,0.5970000000000001
444,444,1,7,50,49,Monday,18,0.5099999999999999
445,445,2,5,90,75,Monday,18,0.5999999999999999
446,446,3,4,80,72,Monday,18,0.556
447,447,3,10,140,109,Monday,18,0.6420000000000001
448,448,4,5,140,100,Monday,18,0.7
449,449,4,6,60,50,Monday,18,0.5999999999999999
450,450,5,8,140,115,Monday,18,0.609
451,451,5,12,90,64,Monday,18,0.7030000000000002
452,452,6,7,100,76,Monday,18,0.6579999999999998
453,453,7,9,140,108,Monday,18,0.6479999999999999
454,454,8,9,140,132,Monday,18,0.5300000000000001
455,455,9,11,130,91,Monday,18,0.7133000000000002
456,456,9,13,70,63,Monday,18,0.556
457,457,10,11,100,93,Monday,18,0.5389999999999999
458,458,10,13,120,100,Monday,18,0.5999999999999999
459,459,11,12,70,68,Monday,18,0.5149999999999998
460,460,0,1,70,53,Monday,20,0.66
461,461,0,2,140,84,Monday,20,0.833
462,462,0,3,140,78,Monday,20,0.8958999999999999
463,463,1,2,110,68,Monday,20,0.8055000000000001
464,464,1,7,90,46,Monday,20,0.9739999999999999
465,465,2,5,90,45,Monday,20,0.9893999999999998
466,466,3,4,100,54,Monday,20,0.9259999999999999
467,467,3,10,100,73,Monday,20,0.6859000000000002
468,468,4,5,110,74,Monday,20,0.7430000000000001
469,469,4,6,140,83,Monday,20,0.842
470,470,5,8,50,36,Monday,20,0.6940000000000001
471,471,5,12,70,55,Monday,20,0.636
472,472,6,7,70,47,Monday,20,0.745
473,473,7,9,140,98,Monday,20,0.7140000000000002
474,474,8,9,130,97,Monday,20,0.6715
475,475,9,11,110,76,Monday,20,0.7240000000000001
476,476,9,13,90,45,Monday,20,0.9937999999999999
477,477,10,11,120,64,Monday,20,0.9394
478,478,10,13,90,45,Monday,20,0.9937999999999999
479,479,11,12,140,100,Monday,20,0.7000000000000001
480,480,0,1,140,88,Monday,22,0.796
481,481,0,2,100,70,Monday,22,0.7140000000000002
482,482,0,3,130,102,Monday,22,0.6358
483,483,1,2,50,29,Monday,22,0.8619999999999999
484,484,1,7,60,38,Monday,22,0.7889999999999999
485,485,2,5,60,43,Monday,22,0.6996000000000002
486,486,3,4,120,75,Monday,22,0.8010999999999999
487,487,3,10,140,98,Monday,22,0.7140000000000002
488,488,4,5,70,49,Monday,22,0.7140000000000002
489,489,4,6,100,52,Monday,22,0.962
490,490,5,8,130,76,Monday,22,0.8562000000000001
491,491,5,12,90,58,Monday,22,0.7759999999999999
492,492,6,7,140,106,Monday,22,0.66
493,493,7,9,90,61,Monday,22,0.7379999999999999
494,494,8,9,120,90,Monday,22,0.6677
495,495,9,11,120,75,Monday,22,0.8055999999999999
496,496,9,13,120,69,Monday,22,0.8699999999999999
497,497,10,11,100,78,Monday,22,0.6401999999999999
498,498,10,13,130,75,Monday,22,0.8681000000000001
499,499,11,12,120,72,Monday,22,0.8353999999999999
500,500,0,1,90,58,Monday,24,0.7759999999999999
501,501,0,2,50,26,Monday,24,0.962
502,502,0,3,110,61,Monday,24,0.9004999999999999
503,503,1,2,100,57,Monday,24,0.877
504,504,1,7,80,56,Monday,24,0.7140000000000002
505,505,2,5,70,52,Monday,24,0.6729999999999999
506,506,3,4,80,43,Monday,24,0.9299999999999999
507,507,3,10,60,46,Monday,24,0.652
508,508,4,5,60,31,Monday,24,0.968
509,509,4,6,110,77,Monday,24,0.7140000000000002
510,510,5,8,110,87,Monday,24,0.6327999999999999
511,511,5,12,130,89,Monday,24,0.7284
512,512,6,7,110,63,Monday,24,0.873
513,513,7,9,140,74,Monday,24,0.946
514,514,8,9,100,65,Monday,24,0.7726
515,515,9,11,140,88,Monday,24,0.795
516,516,9,13,130,87,Monday,24,0.747
517,517,10,11,70,45,Monday,24,0.7763000000000001
518,518,10,13,100,56,Monday,24,0.893
519,519,11,12,120,60,Monday,24,0.9904
520,520,0,1,130,73,Tuesday,0,0.8899999999999999
521,521,0,2,90,55,Tuesday,0,0.8165999999999999
522,522,0,3,80,48,Tuesday,0,0.833
523,523,1,2,120,70,Tuesday,0,0.857
524,524,1,7,90,50,Tuesday,0,0.9000000000000001
525,525,2,5,80,59,Tuesday,0,0.6779999999999999
526,526,3,4,80,41,Tuesday,0,0.9759999999999998
527,527,3,10,60,39,Tuesday,0,0.769
528,528,4,5,50,26,Tuesday,0,0.962
529,529,4,6,120,84,Tuesday,0,0.7140000000000003
530,530,5,8,110,85,Tuesday,0,0.6470000000000001
531,531,5,12,50,32,Tuesday,0,0.7809999999999999
532,532,6,7,80,45,Tuesday,0,0.889
533,533,7,9,100,51,Tuesday,0,0.9800000000000002
534,534,8,9,100,51,Tuesday,0,0.9800000000000002
535,535,9,11,70,54,Tuesday,0,0.6479999999999999
536,536,9,13,80,57,Tuesday,0,0.7020000000000001
537,537,10,11,100,65,Tuesday,0,0.769
538,538,10,13,70,47,Tuesday,0,0.745
539,539,11,12,60,45,Tuesday,0,0.6669999999999999
540,540,0,1,70,35,Tuesday,2,1.0
541,541,0,2,130,75,Tuesday,2,0.867
