,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
49,49,4,6,140,25,Sunday,4,2.800
50,50,5,8,110,32,Sunday,4,1.719
51,51,5,12,60,23,Sunday,4,1.304
52,52,6,7,120,24,Sunday,4,2.500
53,53,7,9,70,24,Sunday,4,1.458
54,54,8,9,50,19,Sunday,4,1.316
55,55,9,11,140,25,Sunday,4,2.800
56,56,9,13,120,30,Sunday,4,2.000
57,57,10,11,110,39,Sunday,4,1.410
58,58,10,13,110,36,Sunday,4,1.528
59,59,11,12,100,33,Sunday,4,1.515
60,60,0,1,70,24,Sunday,6,1.458
61,61,0,2,100,17,Sunday,6,2.941
62,62,0,3,80,22,Sunday,6,1.818
63,63,1,2,80,23,Sunday,6,1.739
64,64,1,7,90,9,Sunday,6,5.000
65,65,2,5,140,17,Sunday,6,4.118
66,66,3,4,140,16,Sunday,6,4.375
67,67,3,10,120,18,Sunday,6,3.333
68,68,4,5,140,32,Sunday,6,2.188
69,69,4,6,60,20,Sunday,6,1.500
70,70,5,8,110,15,Sunday,6,3.667
71,71,5,12,60,8,Sunday,6,3.750
72,72,6,7,100,19,Sunday,6,2.632
73,73,7,9,90,9,Sunday,6,5.000
74,74,8,9,60,20,Sunday,6,1.500
75,75,9,11,60,20,Sunday,6,1.500
76,76,9,13,140,28,Sunday,6,2.500
77,77,10,11,80,14,Sunday,6,2.857
78,78,10,13,60,22,Sunday,6,1.364
79,79,11,12,100,22,Sunday,6,2.273
80,80,0,1,130,34,Sunday,8,1.912
81,81,0,2,70,23,Sunday,8,1.522
82,82,0,3,60,15,Sunday,8,2.000
83,83,1,2,130,30,Sunday,8,2.167
84,84,1,7,70,26,Sunday,8,1.346
85,85,2,5,70,27,Sunday,8,1.296
86,86,3,4,100,10,Sunday,8,5.000
87,87,3,10,140,46,Sunday,8,1.522
88,88,4,5,90,27,Sunday,8,1.667
89,89,4,6,100,28,Sunday,8,1.786
90,90,5,8,100,20,Sunday,8,2.500
91,91,5,12,100,25,Sunday,8,2.000
92,92,6,7,130,26,Sunday,8,2.500
93,93,7,9,110,31,Sunday,8,1.774
94,94,8,9,140,47,Sunday,8,1.489
95,95,9,11,50,11,Sunday,8,2.273
96,96,9,13,60,8,Sunday,8,3.750
97,97,10,11,140,49,Sunday,8,1.429
98,98,10,13,110,11,Sunday,8,5.000
99,99,11,12,120,13,Sunday,8,4.615
100,100,0,1,70,24,Sunday,10,1.458
101,101,0,2,100,42,Sunday,10,1.190
102,102,0,3,70,36,Sunday,10,0.972
103,103,1,2,50,26,Sunday,10,0.962
104,104,1,7,50,16,Sunday,10,1.562
105,105,2,5,130,56,Sunday,10,1.161
106,106,3,4,60,28,Sunday,10,1.071
107,107,3,10,110,58,Sunday,10,0.948
108,108,4,5,60,35,Sunday,10,0.857
109,109,4,6,130,55,Sunday,10,1.182
110,110,5,8,130,45,Sunday,10,1.444
111,111,5,12,60,32,Sunday,10,0.938
112,112,6,7,50,21,Sunday,10,1.190
113,113,7,9,80,24,Sunday,10,1.667
114,114,8,9,120,47,Sunday,10,1.277
115,115,9,11,90,45,Sunday,10,1.000
116,116,9,13,120,42,Sunday,10,1.429
117,117,10,11,140,43,Sunday,10,1.628
118,118,10,13,80,24,Sunday,10,1.667
119,119,11,12,130,55,Sunday,10,1.182
120,120,0,1,70,40,Sunday,12,0.875
121,121,0,2,80,45,Sunday,12,0.889
122,122,0,3,80,27,Sunday,12,1.481
123,123,1,2,120,36,Sunday,12,1.667
124,124,1,7,90,51,Sunday,12,0.882
125,125,2,5,60,19,Sunday,12,1.579
126,126,3,4,140,83,Sunday,12,0.843
127,127,3,10,80,27,Sunday,12,1.481
128,128,4,5,60,33,Sunday,12,0.909
129,129,4,6,110,48,Sunday,12,1.146
130,130,5,8,70,25,Sunday,12,1.400
131,131,5,12,130,57,Sunday,12,1.140
132,132,6,7,140,81,Sunday,12,0.864
133,133,7,9,120,38,Sunday,12,1.579
134,134,8,9,120,62,Sunday,12,0.968
135,135,9,11,110,39,Sunday,12,1.410
136,136,9,13,140,45,Sunday,12,1.556
137,137,10,11,100,57,Sunday,12,0.877
138,138,10,13,80,47,Sunday,12,0.851
139,139,11,12,60,34,Sunday,12,0.882
140,140,0,1,120,43,Sunday,14,1.395
141,141,0,2,140,64,Sunday,14,1.094
142,142,0,3,80,24,Sunday,14,1.667
143,143,1,2,130,63,Sunday,14,1.032
144,144,1,7,50,18,Sunday,14,1.389
145,145,2,5,100,56,Sunday,14,0.893
146,146,3,4,90,29,Sunday,14,1.552
147,147,3,10,120,36,Sunday,14,1.667
148,148,4,5,50,24,Sunday,14,1.042
149,149,4,6,120,67,Sunday,14,0.896
150,150,5,8,140,78,Sunday,14,0.897
151,151,5,12,120,64,Sunday,14,0.938
152,152,6,7,90,41,Sunday,14,1.098
153,153,7,9,130,39,Sunday,14,1.667
154,154,8,9,50,24,Sunday,14,1.042
155,155,9,11,90,29,Sunday,14,1.552
156,156,9,13,100,48,Sunday,14,1.042
157,157,10,11,130,77,Sunday,14,0.844
158,158,10,13,90,32,Sunday,14,1.406
159,159,11,12,100,58,Sunday,14,0.862
160,160,0,1,90,50,Sunday,16,0.900
161,161,0,2,50,29,Sunday,16,0.862
162,162,0,3,110,65,Sunday,16,0.846
163,163,1,2,110,49,Sunday,16,1.122
164,164,1,7,50,24,Sunday,16,1.042
165,165,2,5,90,49,Sunday,16,0.918
166,166,3,4,130,47,Sunday,16,1.383
167,167,3,10,70,31,Sunday,16,1.129
168,168,4,5,140,63,Sunday,16,1.111
169,169,4,6,100,44,Sunday,16,1.136
170,170,5,8,110,37,Sunday,16,1.486
171,171,5,12,70,37,Sunday,16,0.946
172,172,6,7,100,43,Sunday,16,1.163
173,173,7,9,100,33,Sunday,16,1.515
174,174,8,9,70,23,Sunday,16,1.522
175,175,9,11,90,48,Sunday,16,0.938
176,176,9,13,90,27,Sunday,16,1.667
177,177,10,11,130,43,Sunday,16,1.512
178,178,10,13,100,45,Sunday,16,1.111
179,179,11,12,70,31,Sunday,16,1.129
180,180,0,1,130,44,Sunday,18,1.477
181,181,0,2,120,48,Sunday,18,1.250
182,182,0,3,100,53,Sunday,18,0.943
183,183,1,2,130,49,Sunday,18,1.327
184,184,1,7,140,80,Sunday,18,0.875
185,185,2,5,100,37,Sunday,18,1.351
186,186,3,4,100,58,Sunday,18,0.862
187,187,3,10,70,22,Sunday,18,1.591
188,188,4,5,60,31,Sunday,18,0.968
189,189,4,6,60,22,Sunday,18,1.364
190,190,5,8,90,29,Sunday,18,1.552
191,191,5,12,90,46,Sunday,18,0.978
192,192,6,7,100,50,Sunday,18,1.000
193,193,7,9,130,58,Sunday,18,1.121
194,194,8,9,80,47,Sunday,18,0.851
195,195,9,11,130,72,Sunday,18,0.903
196,196,9,13,50,18,Sunday,18,1.389
197,197,10,11,60,20,Sunday,18,1.500
198,198,10,13,110,42,Sunday,18,1.310
199,199,11,12,120,64,Sunday,18,0.938
200,200,0,1,80,20,Sunday,20,2.000
201,201,0,2,50,16,Sunday,20,1.562
202,202,0,3,80,27,Sunday,20,1.481
203,203,1,2,130,42,Sunday,20,1.548
204,204,1,7,140,16,Sunday,20,4.375
205,205,2,5,60,21,Sunday,20,1.429
206,206,3,4,80,21,Sunday,20,1.905
207,207,3,10,80,9,Sunday,20,4.444
208,208,4,5,60,18,Sunday,20,1.667
209,209,4,6,140,52,Sunday,20,1.346
210,210,5,8,80,22,Sunday,20,1.818
211,211,5,12,50,13,Sunday,20,1.923
212,212,6,7,90,34,Sunday,20,1.324
213,213,7,9,100,31,Sunday,20,1.613
214,214,8,9,140,21,Sunday,20,3.333
215,215,9,11,90,12,Sunday,20,3.750
216,216,9,13,140,42,Sunday,20,1.667
217,217,10,11,120,24,Sunday,20,2.500
218,218,10,13,140,17,Sunday,20,4.118
219,219,11,12,140,39,Sunday,20,1.795
220,220,0,1,70,8,Sunday,22,4.375
221,221,0,2,90,18,Sunday,22,2.500
222,222,0,3,60,15,Sunday,22,2.000
223,223,1,2,60,22,Sunday,22,1.364
224,224,1,7,130,50,Sunday,22,1.300
225,225,2,5,140,26,Sunday,22,2.692
226,226,3,4,70,19,Sunday,22,1.842
227,227,3,10,140,31,Sunday,22,2.258
228,228,4,5,140,41,Sunday,22,1.707
229,229,4,6,60,22,Sunday,22,1.364
230,230,5,8,110,17,Sunday,22,3.235
231,231,5,12,90,11,Sunday,22,4.091
232,232,6,7,140,14,Sunday,22,5.000
233,233,7,9,70,26,Sunday,22,1.346
234,234,8,9,60,15,Sunday,22,2.000
235,235,9,11,60,17,Sunday,22,1.765
236,236,9,13,90,29,Sunday,22,1.552
237,237,10,11,130,15,Sunday,22,4.333
238,238,10,13,110,21,Sunday,22,2.619
239,239,11,12,80,27,Sunday,22,1.481
240,240,0,1,80,17,Sunday,24,2.353
241,241,0,2,140,16,Sunday,24,4.375
242,242,0,3,90,14,Sunday,24,3.214
243,243,1,2,60,7,Sunday,24,4.286
244,244,1,7,70,21,Sunday,24,1.667
245,245,2,5,50,15,Sunday,24,1.667
246,246,3,4,100,33,Sunday,24,1.515
247,247,3,10,140,41,Sunday,24,1.707
248,248,4,5,60,22,Sunday,24,1.364
249,249,4,6,80,16,Sunday,24,2.500
250,250,5,8,90,15,Sunday,24,3.000
251,251,5,12,110,32,Sunday,24,1.719
252,252,6,7,120,37,Sunday,24,1.622
253,253,7,9,60,20,Sunday,24,1.500
254,254,8,9,140,15,Sunday,24,4.667
255,255,9,11,110,20,Sunday,24,2.750
256,256,9,13,90,25,Sunday,24,1.800
257,257,10,11,70,24,Sunday,24,1.458
258,258,10,13,50,6,Sunday,24,4.167
259,259,11,12,120,30,Sunday,24,2.000
260,260,0,1,80,61,Monday,0,0.656
261,261,0,2,110,72,Monday,0,0.764
262,262,0,3,70,45,Monday,0,0.778
263,263,1,2,140,95,Monday,0,0.737
264,264,1,7,100,58,Monday,0,0.862
265,265,2,5,80,63,Monday,0,0.635
266,266,3,4,60,42,Monday,0,0.714
267,267,3,10,50,25,Monday,0,1.000
268,268,4,5,110,62,Monday,0,0.887
269,269,4,6,80,49,Monday,0,0.816
270,270,5,8,100,60,Monday,0,0.833
271,271,5,12,70,49,Monday,0,0.714
272,272,6,7,80,46,Monday,0,0.870
273,273,7,9,90,64,Monday,0,0.703
274,274,8,9,110,82,Monday,0,0.671
275,275,9,11,50,34,Monday,0,0.735
276,276,9,13,100,67,Monday,0,0.746
277,277,10,11,100,53,Monday,0,0.943
278,278,10,13,130,103,Monday,0,0.631
279,279,11,12,100,57,Monday,0,0.877
280,280,0,1,140,103,Monday,2,0.680
281,281,0,2,100,62,Monday,2,0.806
282,282,0,3,90,48,Monday,2,0.938
283,283,1,2,80,59,Monday,2,0.678
284,284,1,7,100,76,Monday,2,0.658
285,285,2,5,140,84,Monday,2,0.833
286,286,3,4,80,44,Monday,2,0.909
287,287,3,10,110,68,Monday,2,0.809
288,288,4,5,110,87,Monday,2,0.632
289,289,4,6,120,66,Monday,2,0.909
290,290,5,8,120,88,Monday,2,0.682
291,291,5,12,70,54,Monday,2,0.648
292,292,6,7,110,79,Monday,2,0.696
293,293,7,9,130,76,Monday,2,0.855
294,294,8,9,140,92,Monday,2,0.761
295,295,9,11,130,79,Monday,2,0.823
296,296,9,13,140,102,Monday,2,0.686
297,297,10,11,140,80,Monday,2,0.875
298,298,10,13,110,71,Monday,2,0.775
299,299,11,12,60,30,Monday,2,1.000
300,300,0,1,140,80,Monday,4,0.875
301,301,0,2,100,50,Monday,4,1.000
302,302,0,3,70,35,Monday,4,1.000
303,303,1,2,130,85,Monday,4,0.765
304,304,1,7,110,83,Monday,4,0.663
305,305,2,5,140,74,Monday,4,0.946
306,306,3,4,100,67,Monday,4,0.746
307,307,3,10,60,36,Monday,4,0.833
308,308,4,5,70,43,Monday,4,0.814
309,309,4,6,110,56,Monday,4,0.982
310,310,5,8,70,46,Monday,4,0.761
311,311,5,12,80,61,Monday,4,0.656
312,312,6,7,50,29,Monday,4,0.862
313,313,7,9,70,38,Monday,4,0.921
314,314,8,9,80,56,Monday,4,0.714
315,315,9,11,60,32,Monday,4,0.938
316,316,9,13,140,80,Monday,4,0.875
317,317,10,11,100,67,Monday,4,0.746
318,318,10,13,100,73,Monday,4,0.685
319,319,11,12,50,39,Monday,4,0.641
320,320,0,1,100,66,Monday,6,0.758
321,321,0,2,120,61,Monday,6,0.984
322,322,0,3,110,79,Monday,6,0.696
323,323,1,2,50,25,Monday,6,1.000
324,324,1,7,60,41,Monday,6,0.732
325,325,2,5,110,62,Monday,6,0.887
326,326,3,4,100,55,Monday,6,0.909
327,327,3,10,100,73,Monday,6,0.685
328,328,4,5,110,81,Monday,6,0.679
329,329,4,6,110,62,Monday,6,0.887
330,330,5,8,140,82,Monday,6,0.854
331,331,5,12,120,83,Monday,6,0.723
332,332,6,7,130,66,Monday,6,0.985
333,333,7,9,80,44,Monday,6,0.909
334,334,8,9,90,51,Monday,6,0.882
335,335,9,11,70,40,Monday,6,0.875
336,336,9,13,80,43,Monday,6,0.930
337,337,10,11,80,58,Monday,6,0.690
338,338,10,13,60,45,Monday,6,0.667
339,339,11,12,60,47,Monday,6,0.638
340,340,0,1,70,44,Monday,8,0.795
341,341,0,2,50,38,Monday,8,0.658
342,342,0,3,50,36,Monday,8,0.694
343,343,1,2,110,74,Monday,8,0.743
344,344,1,7,50,26,Monday,8,0.962
345,345,2,5,50,25,Monday,8,1.000
346,346,3,4,70,43,Monday,8,0.814
347,347,3,10,50,30,Monday,8,0.833
348,348,4,5,120,70,Monday,8,0.857
349,349,4,6,130,88,Monday,8,0.739
350,350,5,8,120,79,Monday,8,0.759
351,351,5,12,110,70,Monday,8,0.786
352,352,6,7,130,74,Monday,8,0.878
353,353,7,9,70,42,Monday,8,0.833
354,354,8,9,140,78,Monday,8,0.897
355,355,9,11,80,44,Monday,8,0.909
356,356,9,13,70,38,Monday,8,0.921
357,357,10,11,110,86,Monday,8,0.640
358,358,10,13,80,57,Monday,8,0.702
359,359,11,12,60,40,Monday,8,0.750
360,360,0,1,60,56,Monday,10,0.536
361,361,0,2,100,98,Monday,10,0.510
362,362,0,3,120,86,Monday,10,0.698
363,363,1,2,60,50,Monday,10,0.600
364,364,1,7,50,48,Monday,10,0.521
365,365,2,5,90,71,Monday,10,0.634
366,366,3,4,140,132,Monday,10,0.530
367,367,3,10,120,98,Monday,10,0.612
368,368,4,5,60,59,Monday,10,0.508
369,369,4,6,90,83,Monday,10,0.542
370,370,5,8,100,77,Monday,10,0.649
371,371,5,12,120,99,Monday,10,0.606
372,372,6,7,80,62,Monday,10,0.645
373,373,7,9,50,35,Monday,10,0.714
374,374,8,9,120,105,Monday,10,0.571
375,375,9,11,90,64,Monday,10,0.703
376,376,9,13,130,112,Monday,10,0.580
377,377,10,11,90,68,Monday,10,0.662
378,378,10,13,140,100,Monday,10,0.700
379,379,11,12,70,66,Monday,10,0.530
380,380,0,1,100,99,Monday,12,0.505
381,381,0,2,100,93,Monday,12,0.538
382,382,0,3,130,123,Monday,12,0.528
383,383,1,2,120,93,Monday,12,0.645
384,384,1,7,130,125,Monday,12,0.520
385,385,2,5,130,102,Monday,12,0.637
386,386,3,4,70,66,Monday,12,0.530
387,387,3,10,60,52,Monday,12,0.577
388,388,4,5,130,102,Monday,12,0.637
389,389,4,6,80,79,Monday,12,0.506
390,390,5,8,140,113,Monday,12,0.619
391,391,5,12,140,99,Monday,12,0.707
392,392,6,7,70,64,Monday,12,0.547
393,393,7,9,140,105,Monday,12,0.667
394,394,8,9,60,47,Monday,12,0.638
395,395,9,11,60,42,Monday,12,0.714
396,396,9,13,80,60,Monday,12,0.667
397,397,10,11,80,64,Monday,12,0.625
398,398,10,13,120,108,Monday,12,0.556
399,399,11,12,140,98,Monday,12,0.714
400,400,0,1,70,66,Monday,14,0.530
401,401,0,2,110,89,Monday,14,0.618
402,402,0,3,80,65,Monday,14,0.615
403,403,1,2,60,45,Monday,14,0.667
404,404,1,7,90,87,Monday,14,0.517
405,405,2,5,110,77,Monday,14,0.714
406,406,3,4,50,48,Monday,14,0.521
407,407,3,10,140,99,Monday,14,0.707
408,408,4,5,70,56,Monday,14,0.625
409,409,4,6,60,52,Monday,14,0.577
410,410,5,8,110,98,Monday,14,0.561
411,411,5,12,130,121,Monday,14,0.537
412,412,6,7,110,80,Monday,14,0.688
413,413,7,9,90,67,Monday,14,0.672
414,414,8,9,120,114,Monday,14,0.526
415,415,9,11,80,72,Monday,14,0.556
416,416,9,13,60,55,Monday,14,0.545
417,417,10,11,50,42,Monday,14,0.595
418,418,10,13,60,44,Monday,14,0.682
419,419,11,12,140,125,Monday,14,0.560
420,420,0,1,70,58,Monday,16,0.603
421,421,0,2,120,89,Monday,16,0.674
422,422,0,3,60,47,Monday,16,0.638
423,423,1,2,50,49,Monday,16,0.510
424,424,1,7,110,88,Monday,16,0.625
425,425,2,5,100,99,Monday,16,0.505
426,426,3,4,90,84,Monday,16,0.536
427,427,3,10,70,52,Monday,16,0.673
428,428,4,5,70,52,Monday,16,0.673
429,429,4,6,60,47,Monday,16,0.638
430,430,5,8,80,73,Monday,16,0.548
431,431,5,12,60,53,Monday,16,0.566
432,432,6,7,110,105,Monday,16,0.524
433,433,7,9,140,109,Monday,16,0.642
434,434,8,9,120,118,Monday,16,0.508
435,435,9,11,60,49,Monday,16,0.612
436,436,9,13,130,107,Monday,16,0.607
437,437,10,11,60,50,Monday,16,0.600
438,438,10,13,60,51,Monday,16,0.588
439,439,11,12,70,49,Monday,16,0.714
440,440,0,1,130,105,Monday,18,0.619
441,441,0,2,60,46,Monday,18,0.652
442,442,0,3,130,112,Monday,18,0.580
443,443,1,2,110,106,Monday,18,0.519
444,444,1,7,50,36,Monday,18,0.694
445,445,2,5,60,43,Monday,18,0.698
446,446,3,4,130,127,Monday,18,0.512
447,447,3,10,70,55,Monday,18,0.636
448,448,4,5,110,84,Monday,18,0.655
449,449,4,6,110,98,Monday,18,0.561
450,450,5,8,100,71,Monday,18,0.704
451,451,5,12,80,68,Monday,18,0.588
452,452,6,7,60,48,Monday,18,0.625
453,453,7,9,80,56,Monday,18,0.714
454,454,8,9,60,43,Monday,18,0.698
455,455,9,11,140,138,Monday,18,0.507
456,456,9,13,120,96,Monday,18,0.625
457,457,10,11,60,55,Monday,18,0.545
458,458,10,13,50,38,Monday,18,0.658
459,459,11,12,60,45,Monday,18,0.667
460,460,0,1,110,80,Monday,20,0.688
461,461,0,2,50,29,Monday,20,0.862
462,462,0,3,140,106,Monday,20,0.660
463,463,1,2,130,88,Monday,20,0.739
464,464,1,7,80,62,Monday,20,0.645
465,465,2,5,140,100,Monday,20,0.700
466,466,3,4,60,42,Monday,20,0.714
467,467,3,10,130,71,Monday,20,0.915
468,468,4,5,140,89,Monday,20,0.787
469,469,4,6,110,67,Monday,20,0.821
470,470,5,8,60,41,Monday,20,0.732
471,471,5,12,130,98,Monday,20,0.663
472,472,6,7,90,65,Monday,20,0.692
473,473,7,9,60,39,Monday,20,0.769
474,474,8,9,90,54,Monday,20,0.833
475,475,9,11,110,63,Monday,20,0.873
476,476,9,13,80,53,Monday,20,0.755
477,477,10,11,130,82,Monday,20,0.793
478,478,10,13,140,71,Monday,20,0.986
479,479,11,12,60,36,Monday,20,0.833
480,480,0,1,110,77,Monday,22,0.714
481,481,0,2,140,101,Monday,22,0.693
482,482,0,3,60,43,Monday,22,0.698
483,483,1,2,120,74,Monday,22,0.811
484,484,1,7,100,78,Monday,22,0.641
485,485,2,5,110,57,Monday,22,0.965
486,486,3,4,90,67,Monday,22,0.672
487,487,3,10,120,81,Monday,22,0.741
488,488,4,5,50,32,Monday,22,0.781
489,489,4,6,130,74,Monday,22,0.878
490,490,5,8,120,61,Monday,22,0.984
491,491,5,12,70,55,Monday,22,0.636
492,492,6,7,110,62,Monday,22,0.887
493,493,7,9,80,49,Monday,22,0.816
494,494,8,9,80,42,Monday,22,0.952
495,495,9,11,120,69,Monday,22,0.870
496,496,9,13,60,30,Monday,22,1.000
497,497,10,11,60,39,Monday,22,0.769
498,498,10,13,140,101,Monday,22,0.693
499,499,11,12,50,31,Monday,22,0.806
500,500,0,1,80,56,Monday,24,0.714
501,501,0,2,140,79,Monday,24,0.886
502,502,0,3,80,57,Monday,24,0.702
503,503,1,2,50,28,Monday,24,0.893
504,504,1,7,110,83,Monday,24,0.663
505,505,2,5,120,86,Monday,24,0.698
506,506,3,4,100,77,Monday,24,0.649
507,507,3,10,120,62,Monday,24,0.968
508,508,4,5,70,40,Monday,24,0.875
509,509,4,6,70,41,Monday,24,0.854
510,510,5,8,50,28,Monday,24,0.893
511,511,5,12,110,58,Monday,24,0.948
512,512,6,7,50,38,Monday,24,0.658
513,513,7,9,100,52,Monday,24,0.962
514,514,8,9,90,71,Monday,24,0.634
515,515,9,11,140,72,Monday,24,0.972
516,516,9,13,60,38,Monday,24,0.789
517,517,10,11,60,46,Monday,24,0.652
518,518,10,13,60,45,Monday,24,0.667
519,519,11,12,70,43,Monday,24,0.814
520,520,0,1,110,85,Tuesday,0,0.647
521,521,0,2,110,83,Tuesday,0,0.663
522,522,0,3,50,39,Tuesday,0,0.641
523,523,1,2,120,92,Tuesday,0,0.652
524,524,1,7,50,27,Tuesday,0,0.926
525,525,2,5,70,38,Tuesday,0,0.921
526,526,3,4,90,64,Tuesday,0,0.703
527,527,3,10,120,91,Tuesday,0,0.659
528,528,4,5,70,37,Tuesday,0,0.946
529,529,4,6,120,82,Tuesday,0,0.732
530,530,5,8,60,38,Tuesday,0,0.789
531,531,5,12,80,47,Tuesday,0,0.851
532,532,6,7,60,47,Tuesday,0,0.638
533,533,7,9,60,40,Tuesday,0,0.750
534,534,8,9,50,26,Tuesday,0,0.962
535,535,9,11,140,81,Tuesday,0,0.864
536,536,9,13,130,70,Tuesday,0,0.929
537,537,10,11,110,85,Tuesday,0,0.647
538,538,10,13,130,72,Tuesday,0,0.903
539,539,11,12,60,32,Tuesday,0,0.938
540,540,0,1,60,35,Tuesday,2,0.857
541,541,0,2,140,99,Tuesday,2,0.707
542,542,0,3,90,62,Tuesday,2,0.726
543,543,1,2,80,42,Tuesday,2,0.952
544,544,1,7,140,73,Tuesday,2,0.959
545,545,2,5,90,46,Tuesday,2,0.978
546,546,3,4,70,45,Tuesday,2,0.778
547,547,3,10,70,45,Tuesday,2,0.778
548,548,4,5,140,91,Tuesday,2,0.769
549,549,4,6,100,70,Tuesday,2,0.714
550,550,5,8,130,102,Tuesday,2,0.637
551,551,5,12,120,94,Tuesday,2,0.638
552,552,6,7,130,82,Tuesday,2,0.793
553,553,7,9,130,97,Tuesday,2,0.670
554,554,8,9,50,28,Tuesday,2,0.893
555,555,9,11,110,84,Tuesday,2,0.655
556,556,9,13,110,83,Tuesday,2,0.663
557,557,10,11,100,69,Tuesday,2,0.725
558,558,10,13,100,79,Tuesday,2,0.633
559,559,11,12,100,54,Tuesday,2,0.926
560,560,0,1,90,59,Tuesday,4,0.763
561,561,0,2,50,30,Tuesday,4,0.833
562,562,0,3,70,46,Tuesday,4,0.761
563,563,1,2,130,81,Tuesday,4,0.802
564,564,1,7,60,47,Tuesday,4,0.638
565,565,2,5,80,54,Tuesday,4,0.741
566,566,3,4,140,82,Tuesday,4,0.854
567,567,3,10,130,87,Tuesday,4,0.747
568,568,4,5,120,76,Tuesday,4,0.789
569,569,4,6,80,61,Tuesday,4,0.656
570,570,5,8,50,29,Tuesday,4,0.862
571,571,5,12,140,70,Tuesday,4,1.000
572,572,6,7,130,84,Tuesday,4,0.774
573,573,7,9,110,77,Tuesday,4,0.714
574,574,8,9,70,42,Tuesday,4,0.833
575,575,9,11,100,79,Tuesday,4,0.633
576,576,9,13,80,58,Tuesday,4,0.690
577,577,10,11,100,62,Tuesday,4,0.806
578,578,10,13,140,87,Tuesday,4,0.805
579,579,11,12,120,64,Tuesday,4,0.938
580,580,0,1,60,38,Tuesday,6,0.789
581,581,0,2,70,38,Tuesday,6,0.921
582,582,0,3,120,67,Tuesday,6,0.896
583,583,1,2,60,32,Tuesday,6,0.938
584,584,1,7,130,77,Tuesday,6,0.844
585,585,2,5,120,89,Tuesday,6,0.674
586,586,3,4,80,42,Tuesday,6,0.952
587,587,3,10,70,40,Tuesday,6,0.875
588,588,4,5,100,66,Tuesday,6,0.758
589,589,4,6,70,45,Tuesday,6,0.778
590,590,5,8,110,87,Tuesday,6,0.632
591,591,5,12,80,49,Tuesday,6,0.816
592,592,6,7,130,73,Tuesday,6,0.890
593,593,7,9,100,59,Tuesday,6,0.847
594,594,8,9,120,72,Tuesday,6,0.833
595,595,9,11,70,50,Tuesday,6,0.700
596,596,9,13,120,89,Tuesday,6,0.674
597,597,10,11,100,67,Tuesday,6,0.746
598,598,10,13,60,34,Tuesday,6,0.882
599,599,11,12,100,60,Tuesday,6,0.833
600,600,0,1,140,86,Tuesday,8,0.814
601,601,0,2,100,60,Tuesday,8,0.833
602,602,0,3,130,78,Tuesday,8,0.833
603,603,1,2,60,39,Tuesday,8,0.769
604,604,1,7,120,88,Tuesday,8,0.682
605,605,2,5,60,43,Tuesday,8,0.698
606,606,3,4,90,67,Tuesday,8,0.672
607,607,3,10,140,90,Tuesday,8,0.778
608,608,4,5,60,35,Tuesday,8,0.857
609,609,4,6,100,60,Tuesday,8,0.833
610,610,5,8,70,36,Tuesday,8,0.972
