,ID,EP1,EP2,Bandwidth,PacketsFlowing(1Kb),DayOfTheWeek,TimeHour,LinkWeight
42,42,0,3,100,22,Sunday,4,2.273
43,43,1,2,140,14,Sunday,4,5.000
44,44,1,7,120,14,Sunday,4,4.286
45,45,2,5,70,26,Sunday,4,1.346
46,46,3,4,80,11,Sunday,4,3.636
47,47,3,10,80,22,Sunday,4,1.818
48,48,4,5,100,26,Sunday,4,1.923
49,49,4,6,100,38,Sunday,4,1.316
50,50,5,8,130,29,Sunday,4,2.241
51,51,5,12,120,18,Sunday,4,3.333
52,52,6,7,140,37,Sunday,4,1.892
53,53,7,9,90,10,Sunday,4,4.500
54,54,8,9,110,16,Sunday,4,3.438
55,55,9,11,80,18,Sunday,4,2.222
56,56,9,13,130,36,Sunday,4,1.806
57,57,10,11,70,17,Sunday,4,2.059
58,58,10,13,90,31,Sunday,4,1.452
59,59,11,12,130,18,Sunday,4,3.611
60,60,0,1,90,30,Sunday,6,1.500
61,61,0,2,100,19,Sunday,6,2.632
62,62,0,3,70,9,Sunday,6,3.889
63,63,1,2,70,16,Sunday,6,2.188
64,64,1,7,120,22,Sunday,6,2.727
65,65,2,5,50,6,Sunday,6,4.167
66,66,3,4,140,48,Sunday,6,1.458
67,67,3,10,110,13,Sunday,6,4.231
68,68,4,5,80,31,Sunday,6,1.290
69,69,4,6,140,36,Sunday,6,1.944
70,70,5,8,90,23,Sunday,6,1.957
71,71,5,12,110,20,Sunday,6,2.750
72,72,6,7,50,19,Sunday,6,1.316
73,73,7,9,50,17,Sunday,6,1.471
74,74,8,9,120,33,Sunday,6,1.818
75,75,9,11,80,12,Sunday,6,3.333
76,76,9,13,140,22,Sunday,6,3.182
77,77,10,11,110,17,Sunday,6,3.235
78,78,10,13,70,20,Sunday,6,1.750
79,79,11,12,100,14,Sunday,6,3.571
80,80,0,1,50,18,Sunday,8,1.389
81,81,0,2,110,29,Sunday,8,1.897
82,82,0,3,70,21,Sunday,8,1.667
83,83,1,2,140,24,Sunday,8,2.917
84,84,1,7,130,42,Sunday,8,1.548
85,85,2,5,120,32,Sunday,8,1.875
86,86,3,4,120,29,Sunday,8,2.069
87,87,3,10,90,24,Sunday,8,1.875
88,88,4,5,110,20,Sunday,8,2.750
89,89,4,6,60,18,Sunday,8,1.667
90,90,5,8,130,24,Sunday,8,2.708
91,91,5,12,120,33,Sunday,8,1.818
92,92,6,7,70,9,Sunday,8,3.889
93,93,7,9,120,29,Sunday,8,2.069
94,94,8,9,130,48,Sunday,8,1.354
95,95,9,11,130,36,Sunday,8,1.806
96,96,9,13,60,17,Sunday,8,1.765
97,97,10,11,140,16,Sunday,8,4.375
98,98,10,13,90,20,Sunday,8,2.250
99,99,11,12,130,30,Sunday,8,2.167
100,100,0,1,120,52,Sunday,10,1.154
101,101,0,2,90,37,Sunday,10,1.216
102,102,0,3,70,39,Sunday,10,0.897
103,103,1,2,50,22,Sunday,10,1.136
104,104,1,7,130,55,Sunday,10,1.182
105,105,2,5,100,51,Sunday,10,0.980
106,106,3,4,90,41,Sunday,10,1.098
107,107,3,10,90,53,Sunday,10,0.849
108,108,4,5,130,61,Sunday,10,1.066
109,109,4,6,100,38,Sunday,10,1.316
110,110,5,8,100,53,Sunday,10,0.943
111,111,5,12,110,55,Sunday,10,1.000
112,112,6,7,70,35,Sunday,10,1.000
113,113,7,9,100,40,Sunday,10,1.250
114,114,8,9,130,48,Sunday,10,1.354
115,115,9,11,130,49,Sunday,10,1.327
116,116,9,13,80,35,Sunday,10,1.143
117,117,10,11,120,54,Sunday,10,1.111
118,118,10,13,60,31,Sunday,10,0.968
119,119,11,12,70,40,Sunday,10,0.875
120,120,0,1,140,75,Sunday,12,0.933
121,121,0,2,110,52,Sunday,12,1.058
122,122,0,3,140,77,Sunday,12,0.909
123,123,1,2,90,50,Sunday,12,0.900
124,124,1,7,50,18,Sunday,12,1.389
125,125,2,5,70,39,Sunday,12,0.897
126,126,3,4,120,47,Sunday,12,1.277
127,127,3,10,80,45,Sunday,12,0.889
128,128,4,5,70,41,Sunday,12,0.854
129,129,4,6,50,22,Sunday,12,1.136
130,130,5,8,80,29,Sunday,12,1.379
131,131,5,12,50,29,Sunday,12,0.862
132,132,6,7,70,24,Sunday,12,1.458
133,133,7,9,100,35,Sunday,12,1.429
134,134,8,9,120,48,Sunday,12,1.250
135,135,9,11,130,41,Sunday,12,1.585
136,136,9,13,110,62,Sunday,12,0.887
137,137,10,11,100,42,Sunday,12,1.190
138,138,10,13,140,46,Sunday,12,1.522
139,139,11,12,140,55,Sunday,12,1.273
140,140,0,1,80,46,Sunday,14,0.870
141,141,0,2,100,30,Sunday,14,1.667
142,142,0,3,100,42,Sunday,14,1.190
143,143,1,2,90,40,Sunday,14,1.125
144,144,1,7,60,35,Sunday,14,0.857
145,145,2,5,100,31,Sunday,14,1.613
146,146,3,4,130,58,Sunday,14,1.121
147,147,3,10,60,27,Sunday,14,1.111
148,148,4,5,130,71,Sunday,14,0.915
149,149,4,6,100,48,Sunday,14,1.042
150,150,5,8,90,38,Sunday,14,1.184
151,151,5,12,70,34,Sunday,14,1.029
152,152,6,7,110,56,Sunday,14,0.982
153,153,7,9,120,45,Sunday,14,1.333
154,154,8,9,70,40,Sunday,14,0.875
155,155,9,11,110,63,Sunday,14,0.873
156,156,9,13,80,28,Sunday,14,1.429
157,157,10,11,140,47,Sunday,14,1.489
158,158,10,13,100,56,Sunday,14,0.893
159,159,11,12,50,21,Sunday,14,1.190
160,160,0,1,60,28,Sunday,16,1.071
161,161,0,2,140,81,Sunday,16,0.864
162,162,0,3,130,48,Sunday,16,1.354
163,163,1,2,100,50,Sunday,16,1.000
164,164,1,7,140,66,Sunday,16,1.061
165,165,2,5,110,60,Sunday,16,0.917
166,166,3,4,80,39,Sunday,16,1.026
167,167,3,10,90,42,Sunday,16,1.071
168,168,4,5,110,57,Sunday,16,0.965
169,169,4,6,70,40,Sunday,16,0.875
170,170,5,8,140,58,Sunday,16,1.207
171,171,5,12,90,42,Sunday,16,1.071
172,172,6,7,90,40,Sunday,16,1.125
173,173,7,9,50,20,Sunday,16,1.250
174,174,8,9,90,42,Sunday,16,1.071
175,175,9,11,90,31,Sunday,16,1.452
176,176,9,13,120,37,Sunday,16,1.622
177,177,10,11,60,32,Sunday,16,0.938
178,178,10,13,80,33,Sunday,16,1.212
179,179,11,12,50,27,Sunday,16,0.926
180,180,0,1,70,33,Sunday,18,1.061
181,181,0,2,50,22,Sunday,18,1.136
182,182,0,3,130,74,Sunday,18,0.878
183,183,1,2,90,34,Sunday,18,1.324
184,184,1,7,120,38,Sunday,18,1.579
185,185,2,5,80,39,Sunday,18,1.026
186,186,3,4,90,31,Sunday,18,1.452
187,187,3,10,90,36,Sunday,18,1.250
188,188,4,5,120,66,Sunday,18,0.909
189,189,4,6,130,77,Sunday,18,0.844
190,190,5,8,60,18,Sunday,18,1.667
191,191,5,12,70,30,Sunday,18,1.167
192,192,6,7,90,44,Sunday,18,1.023
193,193,7,9,100,49,Sunday,18,1.020
194,194,8,9,90,50,Sunday,18,0.900
195,195,9,11,130,40,Sunday,18,1.625
196,196,9,13,120,58,Sunday,18,1.034
197,197,10,11,100,51,Sunday,18,0.980
198,198,10,13,140,50,Sunday,18,1.400
199,199,11,12,50,15,Sunday,18,1.667
200,200,0,1,90,26,Sunday,20,1.731
201,201,0,2,120,18,Sunday,20,3.333
202,202,0,3,130,25,Sunday,20,2.600
203,203,1,2,50,11,Sunday,20,2.273
204,204,1,7,110,41,Sunday,20,1.341
205,205,2,5,110,41,Sunday,20,1.341
206,206,3,4,110,23,Sunday,20,2.391
207,207,3,10,90,23,Sunday,20,1.957
208,208,4,5,60,15,Sunday,20,2.000
209,209,4,6,50,16,Sunday,20,1.562
210,210,5,8,110,29,Sunday,20,1.897
211,211,5,12,120,31,Sunday,20,1.935
212,212,6,7,70,12,Sunday,20,2.917
213,213,7,9,120,47,Sunday,20,1.277
214,214,8,9,120,33,Sunday,20,1.818
215,215,9,11,130,22,Sunday,20,2.955
216,216,9,13,110,14,Sunday,20,3.929
217,217,10,11,60,13,Sunday,20,2.308
218,218,10,13,90,35,Sunday,20,1.286
219,219,11,12,60,8,Sunday,20,3.750
220,220,0,1,50,10,Sunday,22,2.500
221,221,0,2,110,15,Sunday,22,3.667
222,222,0,3,110,42,Sunday,22,1.310
223,223,1,2,50,6,Sunday,22,4.167
224,224,1,7,60,13,Sunday,22,2.308
225,225,2,5,140,55,Sunday,22,1.273
226,226,3,4,60,10,Sunday,22,3.000
227,227,3,10,90,31,Sunday,22,1.452
228,228,4,5,120,21,Sunday,22,2.857
229,229,4,6,70,26,Sunday,22,1.346
230,230,5,8,70,20,Sunday,22,1.750
231,231,5,12,70,9,Sunday,22,3.889
232,232,6,7,140,27,Sunday,22,2.593
233,233,7,9,50,13,Sunday,22,1.923
234,234,8,9,60,18,Sunday,22,1.667
235,235,9,11,60,14,Sunday,22,2.143
236,236,9,13,50,14,Sunday,22,1.786
237,237,10,11,140,21,Sunday,22,3.333
238,238,10,13,110,19,Sunday,22,2.895
239,239,11,12,50,11,Sunday,22,2.273
240,240,0,1,60,16,Sunday,24,1.875
241,241,0,2,140,45,Sunday,24,1.556
242,242,0,3,120,34,Sunday,24,1.765
243,243,1,2,100,39,Sunday,24,1.282
244,244,1,7,50,7,Sunday,24,3.571
245,245,2,5,90,13,Sunday,24,3.462
246,246,3,4,140,54,Sunday,24,1.296
247,247,3,10,130,31,Sunday,24,2.097
248,248,4,5,130,48,Sunday,24,1.354
249,249,4,6,140,28,Sunday,24,2.500
250,250,5,8,90,11,Sunday,24,4.091
251,251,5,12,130,28,Sunday,24,2.321
252,252,6,7,90,35,Sunday,24,1.286
253,253,7,9,90,25,Sunday,24,1.800
254,254,8,9,70,14,Sunday,24,2.500
255,255,9,11,100,24,Sunday,24,2.083
256,256,9,13,110,22,Sunday,24,2.500
257,257,10,11,70,7,Sunday,24,5.000
258,258,10,13,100,12,Sunday,24,4.167
259,259,11,12,140,16,Sunday,24,4.375
260,260,0,1,60,33,Monday,0,0.909
261,261,0,2,130,103,Monday,0,0.631
262,262,0,3,120,75,Monday,0,0.800
263,263,1,2,110,84,Monday,0,0.655
264,264,1,7,120,80,Monday,0,0.750
265,265,2,5,60,46,Monday,0,0.652
266,266,3,4,50,33,Monday,0,0.758
267,267,3,10,110,58,Monday,0,0.948
268,268,4,5,70,48,Monday,0,0.729
269,269,4,6,80,63,Monday,0,0.635
270,270,5,8,60,32,Monday,0,0.938
271,271,5,12,120,73,Monday,0,0.822
272,272,6,7,70,54,Monday,0,0.648
273,273,7,9,110,77,Monday,0,0.714
274,274,8,9,80,49,Monday,0,0.816
275,275,9,11,100,79,Monday,0,0.633
276,276,9,13,140,92,Monday,0,0.761
277,277,10,11,110,79,Monday,0,0.696
278,278,10,13,70,46,Monday,0,0.761
279,279,11,12,90,70,Monday,0,0.643
280,280,0,1,110,78,Monday,2,0.705
281,281,0,2,130,67,Monday,2,0.970
282,282,0,3,140,106,Monday,2,0.660
283,283,1,2,80,63,Monday,2,0.635
284,284,1,7,70,47,Monday,2,0.745
285,285,2,5,60,33,Monday,2,0.909
286,286,3,4,50,25,Monday,2,1.000
287,287,3,10,70,41,Monday,2,0.854
288,288,4,5,80,41,Monday,2,0.976
289,289,4,6,120,90,Monday,2,0.667
290,290,5,8,100,50,Monday,2,1.000
291,291,5,12,110,85,Monday,2,0.647
292,292,6,7,90,64,Monday,2,0.703
293,293,7,9,110,75,Monday,2,0.733
294,294,8,9,120,89,Monday,2,0.674
295,295,9,11,60,36,Monday,2,0.833
296,296,9,13,70,55,Monday,2,0.636
297,297,10,11,70,37,Monday,2,0.946
298,298,10,13,100,77,Monday,2,0.649
299,299,11,12,110,85,Monday,2,0.647
300,300,0,1,70,52,Monday,4,0.673
301,301,0,2,90,48,Monday,4,0.938
302,302,0,3,90,71,Monday,4,0.634
303,303,1,2,70,44,Monday,4,0.795
304,304,1,7,80,41,Monday,4,0.976
305,305,2,5,120,62,Monday,4,0.968
306,306,3,4,100,79,Monday,4,0.633
307,307,3,10,100,60,Monday,4,0.833
308,308,4,5,50,36,Monday,4,0.694
309,309,4,6,50,35,Monday,4,0.714
310,310,5,8,120,90,Monday,4,0.667
311,311,5,12,70,38,Monday,4,0.921
312,312,6,7,100,59,Monday,4,0.847
313,313,7,9,120,75,Monday,4,0.800
314,314,8,9,70,36,Monday,4,0.972
315,315,9,11,80,62,Monday,4,0.645
316,316,9,13,50,34,Monday,4,0.735
317,317,10,11,80,61,Monday,4,0.656
318,318,10,13,60,42,Monday,4,0.714
319,319,11,12,100,71,Monday,4,0.704
320,320,0,1,90,50,Monday,6,0.900
321,321,0,2,120,83,Monday,6,0.723
322,322,0,3,90,47,Monday,6,0.957
323,323,1,2,120,70,Monday,6,0.857
324,324,1,7,80,45,Monday,6,0.889
325,325,2,5,80,41,Monday,6,0.976
326,326,3,4,140,97,Monday,6,0.722
327,327,3,10,90,45,Monday,6,1.000
328,328,4,5,120,63,Monday,6,0.952
329,329,4,6,120,86,Monday,6,0.698
330,330,5,8,70,36,Monday,6,0.972
331,331,5,12,50,33,Monday,6,0.758
332,332,6,7,130,101,Monday,6,0.644
333,333,7,9,100,53,Monday,6,0.943
334,334,8,9,60,37,Monday,6,0.811
335,335,9,11,120,65,Monday,6,0.923
336,336,9,13,120,63,Monday,6,0.952
337,337,10,11,80,60,Monday,6,0.667
338,338,10,13,50,32,Monday,6,0.781
339,339,11,12,110,58,Monday,6,0.948
340,340,0,1,50,29,Monday,8,0.862
341,341,0,2,110,83,Monday,8,0.663
342,342,0,3,90,65,Monday,8,0.692
343,343,1,2,50,39,Monday,8,0.641
344,344,1,7,50,28,Monday,8,0.893
345,345,2,5,70,51,Monday,8,0.686
346,346,3,4,110,67,Monday,8,0.821
347,347,3,10,130,79,Monday,8,0.823
348,348,4,5,60,40,Monday,8,0.750
349,349,4,6,60,32,Monday,8,0.938
350,350,5,8,130,75,Monday,8,0.867
351,351,5,12,140,74,Monday,8,0.946
352,352,6,7,80,59,Monday,8,0.678
353,353,7,9,50,32,Monday,8,0.781
354,354,8,9,130,87,Monday,8,0.747
355,355,9,11,120,87,Monday,8,0.690
356,356,9,13,140,94,Monday,8,0.745
357,357,10,11,130,73,Monday,8,0.890
358,358,10,13,50,39,Monday,8,0.641
359,359,11,12,90,67,Monday,8,0.672
360,360,0,1,120,98,Monday,10,0.612
361,361,0,2,130,98,Monday,10,0.663
362,362,0,3,70,58,Monday,10,0.603
363,363,1,2,120,89,Monday,10,0.674
364,364,1,7,90,89,Monday,10,0.506
365,365,2,5,110,97,Monday,10,0.567
366,366,3,4,70,53,Monday,10,0.660
367,367,3,10,130,96,Monday,10,0.677
368,368,4,5,120,99,Monday,10,0.606
369,369,4,6,60,55,Monday,10,0.545
370,370,5,8,140,113,Monday,10,0.619
371,371,5,12,90,64,Monday,10,0.703
372,372,6,7,120,99,Monday,10,0.606
373,373,7,9,50,46,Monday,10,0.543
374,374,8,9,80,65,Monday,10,0.615
375,375,9,11,100,98,Monday,10,0.510
376,376,9,13,60,44,Monday,10,0.682
377,377,10,11,110,97,Monday,10,0.567
378,378,10,13,110,77,Monday,10,0.714
379,379,11,12,90,83,Monday,10,0.542
380,380,0,1,70,67,Monday,12,0.522
381,381,0,2,50,42,Monday,12,0.595
382,382,0,3,70,69,Monday,12,0.507
383,383,1,2,50,46,Monday,12,0.543
384,384,1,7,50,46,Monday,12,0.543
385,385,2,5,110,94,Monday,12,0.585
386,386,3,4,60,54,Monday,12,0.556
387,387,3,10,130,99,Monday,12,0.657
388,388,4,5,100,72,Monday,12,0.694
389,389,4,6,90,68,Monday,12,0.662
390,390,5,8,70,57,Monday,12,0.614
391,391,5,12,120,104,Monday,12,0.577
392,392,6,7,90,64,Monday,12,0.703
393,393,7,9,60,59,Monday,12,0.508
394,394,8,9,130,92,Monday,12,0.707
395,395,9,11,50,36,Monday,12,0.694
396,396,9,13,50,37,Monday,12,0.676
397,397,10,11,100,83,Monday,12,0.602
398,398,10,13,90,82,Monday,12,0.549
399,399,11,12,50,38,Monday,12,0.658
400,400,0,1,130,118,Monday,14,0.551
401,401,0,2,70,60,Monday,14,0.583
402,402,0,3,80,66,Monday,14,0.606
403,403,1,2,100,70,Monday,14,0.714
404,404,1,7,70,67,Monday,14,0.522
405,405,2,5,140,108,Monday,14,0.648
406,406,3,4,60,50,Monday,14,0.600
407,407,3,10,130,129,Monday,14,0.504
408,408,4,5,70,69,Monday,14,0.507
409,409,4,6,70,63,Monday,14,0.556
410,410,5,8,110,104,Monday,14,0.529
411,411,5,12,60,52,Monday,14,0.577
412,412,6,7,100,84,Monday,14,0.595
413,413,7,9,80,70,Monday,14,0.571
414,414,8,9,140,125,Monday,14,0.560
415,415,9,11,70,63,Monday,14,0.556
416,416,9,13,50,47,Monday,14,0.532
417,417,10,11,70,66,Monday,14,0.530
418,418,10,13,120,115,Monday,14,0.522
419,419,11,12,140,98,Monday,14,0.714
420,420,0,1,60,46,Monday,16,0.652
421,421,0,2,110,80,Monday,16,0.688
422,422,0,3,80,56,Monday,16,0.714
423,423,1,2,50,49,Monday,16,0.510
424,424,1,7,140,113,Monday,16,0.619
425,425,2,5,120,106,Monday,16,0.566
426,426,3,4,110,106,Monday,16,0.519
427,427,3,10,80,62,Monday,16,0.645
428,428,4,5,90,89,Monday,16,0.506
429,429,4,6,80,65,Monday,16,0.615
430,430,5,8,130,124,Monday,16,0.524
431,431,5,12,100,94,Monday,16,0.532
432,432,6,7,80,67,Monday,16,0.597
433,433,7,9,100,95,Monday,16,0.526
434,434,8,9,80,77,Monday,16,0.519
435,435,9,11,50,44,Monday,16,0.568
436,436,9,13,120,109,Monday,16,0.550
437,437,10,11,100,74,Monday,16,0.676
438,438,10,13,70,56,Monday,16,0.625
439,439,11,12,120,108,Monday,16,0.556
440,440,0,1,50,36,Monday,18,0.694
441,441,0,2,70,61,Monday,18,0.574
442,442,0,3,60,51,Monday,18,0.588
443,443,1,2,80,66,Monday,18,0.606
444,444,1,7,120,114,Monday,18,0.526
445,445,2,5,130,96,Monday,18,0.677
446,446,3,4,80,68,Monday,18,0.588
447,447,3,10,50,36,Monday,18,0.694
448,448,4,5,130,129,Monday,18,0.504
449,449,4,6,140,137,Monday,18,0.511
450,450,5,8,70,61,Monday,18,0.574
451,451,5,12,50,40,Monday,18,0.625
452,452,6,7,50,44,Monday,18,0.568
453,453,7,9,90,79,Monday,18,0.570
454,454,8,9,110,109,Monday,18,0.505
455,455,9,11,120,118,Monday,18,0.508
456,456,9,13,110,105,Monday,18,0.524
457,457,10,11,140,133,Monday,18,0.526
458,458,10,13,50,43,Monday,18,0.581
459,459,11,12,70,62,Monday,18,0.565
460,460,0,1,100,68,Monday,20,0.735
461,461,0,2,50,35,Monday,20,0.714
462,462,0,3,130,78,Monday,20,0.833
463,463,1,2,90,54,Monday,20,0.833
464,464,1,7,60,30,Monday,20,1.000
465,465,2,5,60,41,Monday,20,0.732
466,466,3,4,140,107,Monday,20,0.654
467,467,3,10,110,74,Monday,20,0.743
468,468,4,5,50,29,Monday,20,0.862
469,469,4,6,80,42,Monday,20,0.952
470,470,5,8,50,37,Monday,20,0.676
471,471,5,12,60,39,Monday,20,0.769
472,472,6,7,100,72,Monday,20,0.694
473,473,7,9,140,109,Monday,20,0.642
474,474,8,9,130,78,Monday,20,0.833
475,475,9,11,120,93,Monday,20,0.645
476,476,9,13,60,33,Monday,20,0.909
477,477,10,11,80,50,Monday,20,0.800
478,478,10,13,130,92,Monday,20,0.707
479,479,11,12,110,55,Monday,20,1.000
480,480,0,1,110,79,Monday,22,0.696
481,481,0,2,70,55,Monday,22,0.636
482,482,0,3,130,78,Monday,22,0.833
483,483,1,2,140,90,Monday,22,0.778
484,484,1,7,110,75,Monday,22,0.733
485,485,2,5,60,47,Monday,22,0.638
486,486,3,4,100,57,Monday,22,0.877
487,487,3,10,60,36,Monday,22,0.833
488,488,4,5,90,54,Monday,22,0.833
489,489,4,6,90,70,Monday,22,0.643
490,490,5,8,140,74,Monday,22,0.946
491,491,5,12,70,37,Monday,22,0.946
492,492,6,7,110,66,Monday,22,0.833
493,493,7,9,80,60,Monday,22,0.667
494,494,8,9,60,47,Monday,22,0.638
495,495,9,11,110,81,Monday,22,0.679
496,496,9,13,80,53,Monday,22,0.755
497,497,10,11,120,93,Monday,22,0.645
498,498,10,13,140,85,Monday,22,0.824
499,499,11,12,90,58,Monday,22,0.776
500,500,0,1,90,47,Monday,24,0.957
501,501,0,2,140,91,Monday,24,0.769
502,502,0,3,70,48,Monday,24,0.729
503,503,1,2,50,27,Monday,24,0.926
504,504,1,7,60,39,Monday,24,0.769
505,505,2,5,140,105,Monday,24,0.667
506,506,3,4,140,106,Monday,24,0.660
507,507,3,10,70,48,Monday,24,0.729
508,508,4,5,80,50,Monday,24,0.800
509,509,4,6,140,76,Monday,24,0.921
510,510,5,8,100,73,Monday,24,0.685
511,511,5,12,60,31,Monday,24,0.968
512,512,6,7,120,68,Monday,24,0.882
513,513,7,9,130,69,Monday,24,0.942
514,514,8,9,100,56,Monday,24,0.893
515,515,9,11,120,84,Monday,24,0.714
516,516,9,13,80,62,Monday,24,0.645
517,517,10,11,140,100,Monday,24,0.700
518,518,10,13,60,30,Monday,24,1.000
519,519,11,12,80,61,Monday,24,0.656
520,520,0,1,70,38,Tuesday,0,0.921
521,521,0,2,60,40,Tuesday,0,0.750
522,522,0,3,70,46,Tuesday,0,0.761
523,523,1,2,140,76,Tuesday,0,0.921
524,524,1,7,140,98,Tuesday,0,0.714
525,525,2,5,100,76,Tuesday,0,0.658
526,526,3,4,70,52,Tuesday,0,0.673
527,527,3,10,140,110,Tuesday,0,0.636
528,528,4,5,60,41,Tuesday,0,0.732
529,529,4,6,60,32,Tuesday,0,0.938
530,530,5,8,80,46,Tuesday,0,0.870
531,531,5,12,100,61,Tuesday,0,0.820
532,532,6,7,70,49,Tuesday,0,0.714
533,533,7,9,60,37,Tuesday,0,0.811
534,534,8,9,110,84,Tuesday,0,0.655
535,535,9,11,110,55,Tuesday,0,1.000
536,536,9,13,60,41,Tuesday,0,0.732
537,537,10,11,70,35,Tuesday,0,1.000
538,538,10,13,120,84,Tuesday,0,0.714
539,539,11,12,100,73,Tuesday,0,0.685
540,540,0,1,60,45,Tuesday,2,0.667
541,541,0,2,90,45,Tuesday,2,1.000
542,542,0,3,60,45,Tuesday,2,0.667
543,543,1,2,100,74,Tuesday,2,0.676
544,544,1,7,80,50,Tuesday,2,0.800
545,545,2,5,110,64,Tuesday,2,0.859
546,546,3,4,90,60,Tuesday,2,0.750
547,547,3,10,60,33,Tuesday,2,0.909
548,548,4,5,90,58,Tuesday,2,0.776
549,549,4,6,100,77,Tuesday,2,0.649
550,550,5,8,60,46,Tuesday,2,0.652
551,551,5,12,110,58,Tuesday,2,0.948
552,552,6,7,80,53,Tuesday,2,0.755
553,553,7,9,80,48,Tuesday,2,0.833
554,554,8,9,60,34,Tuesday,2,0.882
555,555,9,11,90,48,Tuesday,2,0.938
556,556,9,13,130,95,Tuesday,2,0.684
557,557,10,11,110,66,Tuesday,2,0.833
558,558,10,13,130,89,Tuesday,2,0.730
559,559,11,12,80,42,Tuesday,2,0.952
560,560,0,1,120,82,Tuesday,4,0.732
561,561,0,2,70,37,Tuesday,4,0.946
562,562,0,3,50,38,Tuesday,4,0.658
563,563,1,2,70,46,Tuesday,4,0.761
564,564,1,7,50,25,Tuesday,4,1.000
565,565,2,5,90,62,Tuesday,4,0.726
566,566,3,4,120,84,Tuesday,4,0.714
567,567,3,10,130,70,Tuesday,4,0.929
568,568,4,5,50,28,Tuesday,4,0.893
569,569,4,6,80,54,Tuesday,4,0.741
570,570,5,8,50,32,Tuesday,4,0.781
571,571,5,12,130,70,Tuesday,4,0.929
572,572,6,7,90,64,Tuesday,4,0.703
573,573,7,9,120,92,Tuesday,4,0.652
574,574,8,9,50,25,Tuesday,4,1.000
575,575,9,11,70,47,Tuesday,4,0.745
576,576,9,13,130,92,Tuesday,4,0.707
577,577,10,11,140,111,Tuesday,4,0.631
578,578,10,13,140,110,Tuesday,4,0.636
579,579,11,12,140,72,Tuesday,4,0.972
580,580,0,1,80,40,Tuesday,6,1.000
581,581,0,2,110,81,Tuesday,6,0.679
582,582,0,3,110,79,Tuesday,6,0.696
583,583,1,2,50,38,Tuesday,6,0.658
584,584,1,7,70,45,Tuesday,6,0.778
585,585,2,5,70,44,Tuesday,6,0.795
586,586,3,4,80,53,Tuesday,6,0.755
587,587,3,10,60,41,Tuesday,6,0.732
588,588,4,5,80,52,Tuesday,6,0.769
589,589,4,6,110,67,Tuesday,6,0.821
590,590,5,8,90,49,Tuesday,6,0.918
591,591,5,12,120,83,Tuesday,6,0.723
592,592,6,7,90,45,Tuesday,6,1.000
593,593,7,9,60,35,Tuesday,6,0.857
594,594,8,9,120,64,Tuesday,6,0.938
595,595,9,11,60,42,Tuesday,6,0.714
596,596,9,13,50,39,Tuesday,6,0.641
597,597,10,11,110,64,Tuesday,6,0.859
598,598,10,13,80,60,Tuesday,6,0.667
599,599,11,12,50,36,Tuesday,6,0.694
600,600,0,1,120,80,Tuesday,8,0.750
601,601,0,2,140,99,Tuesday,8,0.707
602,602,0,3,70,49,Tuesday,8,0.714
603,603,1,2,80,42,Tuesday,8,0.952
604,604,1,7,100,69,Tuesday,8,0.725
605,605,2,5,50,25,Tuesday,8,1.000
606,606,3,4,70,48,Tuesday,8,0.729
607,607,3,10,60,38,Tuesday,8,0.789
608,608,4,5,70,55,Tuesday,8,0.636
609,609,4,6,100,60,Tuesday,8,0.833
610,610,5,8,80,44,Tuesday,8,0.909
